Brnd_Name,Mftr_Name,Tot_Mftr
Carbamazepine ER,Eywa Pharma Inc,1
Carbamazepine ER,Major Pharmaceu,1
Carbamazepine ER,Northstar Rx Ll,1
Carbamazepine ER,Nostrum Laborat,1
Carbamazepine ER,Prasco Labs,1
Carbamazepine ER,Rising Pharm,1
Carbamazepine ER,Sandoz,1
Carbamazepine ER,Taro Pharm USA,1
Carbamazepine ER,Upsher-Smith La,1
Carbamazepine ER,Zydus Pharmaceu,1
Carbatrol,Shire US Inc.,1
Carbidopa,Alvogen Inc,1
Carbidopa,Amerigen Pharma,1
Carbidopa,Aurobindo Pharm,1
Carbidopa,Edenbridge Phar,1
Carbidopa,Lupin Pharmaceu,1
Carbidopa,Northstar Rx Ll,1
Carbidopa,Oceanside Pharm,1
Carbidopa-Levodopa,Actavis/Teva,1
Carbidopa-Levodopa,Ahp,1
Carbidopa-Levodopa,Major Pharmaceu,1
Carbidopa-Levodopa,Mayne Pharma In,1
Carbidopa-Levodopa,Mylan,1
Carbidopa-Levodopa,Sciegen Pharmac,1
Carbidopa-Levodopa,Sky Pharmaceuti,1
Carbidopa-Levodopa,Sun Pharma Glob,1
Carbidopa-Levodopa,Sun Pharmaceuti,1
Carbidopa-Levodopa,Teva USA,1
Carbidopa-Levodopa,Westminster Pha,1
Carbidopa-Levodopa ER,Accord Healthca,1
Carbidopa-Levodopa ER,Ahp,1
Carbidopa-Levodopa ER,Bluepoint Labor,1
Carbidopa-Levodopa ER,Mylan,1
Carbidopa-Levodopa ER,Mylan Instituti,1
Carbidopa-Levodopa ER,Sciegen Pharmac,1
Carbidopa-Levodopa ER,Sun Pharmaceuti,1
Carbidopa-Levodopa-Entacapone,Rising Pharm,1
Carbidopa-Levodopa-Entacapone,Sandoz,1
Carbidopa-Levodopa-Entacapone,Sun Pharma Glob,1
Carbidopa-Levodopa-Entacapone,Wockhardt USA L,1
Carbinoxamine Maleate,"Biocomp Pharma,",1
Carbinoxamine Maleate,Breckenridge,1
Carbocaine,Hospira/Pfizer,2
Carboplatin,Accord Healthca,1
Carboplatin,App/Fresenius K,1
Carboplatin,Auromedics-Eugi,1
Carboplatin,Hospira-Novaplu,1
Carboplatin,Hospira/Pfizer,1
Carboplatin,Ingenus Pharmac,1
Carboplatin,Meitheal Pharma,1
Carboplatin,Sagent Pharmace,1
Carboplatin,Teva Parenteral,1
Carboplatin,Teva/Novaplus,1
Carboprost Tromethamine,Dr.Reddy'S Lab,1
Carboxymethylcellulose Sodium,Avpak,1
Cardene I.V.,Baxter Healthca,1
Cardene I.V.,Baxter/Novaplus,1
Cardene I.V.,Baxter/Premierp,1
Cardene I.V.,Chiesi/Baxter H,1
Cardiolite,Lantheus Medica,1
Cardizem,Bausch Health U,1
Cardizem CD,Bausch Health U,1
Cardizem La,Bausch Health U,1
Cardura,Pfizer US Pharm,1
Cardura XL,Pfizer/Viatris,1
Carglumic Acid,Eton Pharmaceut,1
Carisoprodol,Actavis/Teva,1
Carisoprodol,Aurobindo Pharm,1
Carisoprodol,Carlsbad Tech,1
Carisoprodol,Ingenus Pharmac,1
Carisoprodol,Method Pharmace,1
Carisoprodol,Northstar Rx Ll,1
Carisoprodol,Nostrum Laborat,1
Carisoprodol,Oxford Pharmace,1
Carisoprodol,Qualitest/Par P,1
Carisoprodol,Rising Pharm,1
Carisoprodol,Sciegen Pharmac,1
Carisoprodol,Sun Pharmaceuti,1
Carisoprodol,Vensun/Strides,1
Carisoprodol,Wallace/Mylan,1
Carisoprodol,Wilshire Pharma,1
Carmustine,Avet Pharmaceut,1
Carmustine,Zydus Pharmaceu,1
Carnitor,Leadiant Biosci,1
Carnitor SF,Leadiant Biosci,1
Carnitor*,Leadiant Biosci*,1
Carospir,"Cmp Pharma, Inc",1
Carteolol HCl,Sandoz,1
Cartia Xt,Actavis/Teva,1
Carvedilol,Advagen Pharma,1
Carvedilol,Ahp,1
Carvedilol,Aurobindo Pharm,1
Carvedilol,Bayshore Pharma,1
Carvedilol,Bluepoint Labor,1
Carvedilol,Dr.Reddy'S Lab,1
Carvedilol,Glenmark Pharma,1
Carvedilol,Legacy Pharmace,1
Carvedilol,Major Pharmaceu,1
Carvedilol,Mylan,1
Carvedilol,Mylan Instituti,1
Carvedilol,Sandoz,1
Carvedilol,Solco Healthcar,1
Carvedilol,Sun Pharmaceuti,1
Carvedilol,Teva USA,1
Carvedilol,Zydus Pharmaceu,1
Carvedilol ER,Apotex Corp,1
Carvedilol ER,Northstar Rx Ll,1
Carvedilol ER,Sun Pharmaceuti,1
Carvedilol ER,Woodward Pharma,1
Casirivimab (Regn10933) (Eua),Regeneron Pharm,1
Caspofungin Acetate,"Almaject, Inc",1
Caspofungin Acetate,Athenex Pharmac,1
Caspofungin Acetate,Fosun Pharma Us,1
Caspofungin Acetate,Fresenius Kabi,1
Caspofungin Acetate,Sandoz,1
Catapres,Boehringer Ing.,1
Catapres-Tts 1,Boehringer Ing.,1
Catapres-Tts 2,Boehringer Ing.,1
Catapres-Tts 3,Boehringer Ing.,1
Cathflo Activase,"Genentech, Inc.",1
Caverject,Pharmaci/Pfizer,1
Caya Contoured,Pharmacist Phar,1
Cayston,Gilead Sciences,1
Cefaclor,Carlsbad Tech,1
Cefaclor,Zylera/Cerecor,1
Cefaclor ER,Teva USA,1
Cefadroxil,Aurobindo Pharm,1
Cefadroxil,Lupin Pharmaceu,1
Cefadroxil,Northstar Rx Ll,1
Cefadroxil,Rising Pharm,1
Cefadroxil,Teva USA,1
Cefazolin Sodium*,Apotex Corp,1
Cefazolin Sodium*,Apotex/Novaplus,1
Cefazolin Sodium*,App/Fresenius K,1
Cefazolin Sodium*,"Civica, Inc.",1
Cefazolin Sodium*,Fresenius Kabi,1
Cefazolin Sodium*,Hospira/Pfizer*,1
Cefazolin Sodium*,Pfizer US Pharm,1
Cefazolin Sodium*,Sagent Pharmace,1
Cefazolin Sodium*,Sagent/Premierp,1
Cefazolin Sodium*,Sandoz,1
Cefazolin Sodium*,WG Critical Car,1
Cefazolin Sodium*,West-Ward-Novap,1
Cefazolin Sodium*,West-Ward/Hikma,1
Cefazolin Sodium-Dextrose,B.Braun,1
Cefazolin Sodium-Dextrose,Baxter Healthca,1
Cefdinir,Ascend Laborato,1
Cefdinir,Aurobindo Pharm,1
Cefdinir,Bluepoint Labor,1
Cefdinir,Lupin Pharmaceu,1
Cefdinir,Northstar Rx Ll,1
Cefdinir,Orchid/Bionphar,1
Cefdinir,Rising Pharm,1
Cefdinir,Sandoz,1
Cefdinir,Teva USA,1
Cefepime,Baxter Healthca,1
Cefepime HCl,Apotex Corp,1
Cefepime HCl,Apotex/Novaplus,1
Cefepime HCl,Fresenius Kabi,1
Cefepime HCl,Hospira/Pfizer,1
Cefepime HCl,Meitheal Pharma,1
Cefepime HCl,Piramal Critica,1
Cefepime HCl,Sagent Pharmace,1
Cefepime HCl,Sagent/Premierp,1
Cefepime HCl,WG Critical Car,1
Cefepime HCl,Xellia Pharmace,1
Cefepime-Dextrose,B.Braun,1
Cefixime,Ascend Laborato,1
Cefixime,Aurobindo Pharm,1
Cefixime,Dr.Reddy'S Lab,1
Cefixime,Lupin Pharmaceu,1
Cefixime,Northstar Rx Ll,1
Cefotan,"IGI Labs, Inc./",1
Cefotetan,Fresenius Kabi,1
Cefotetan & Dextrose,B.Braun,1
Cefoxitin,Apotex Corp,1
Cefoxitin,Apotex/Novaplus,1
Cefoxitin,App/Premierpro,1
Cefoxitin,Fresenius Kabi,1
Cefoxitin,Sagent Pharmace,1
Cefoxitin,WG Crit/Novaplu,1
Cefoxitin,WG Critical Car,1
Cefoxitin,West-Ward/Hikma,1
Cefoxitin Sodium,B.Braun,1
Cefpodoxime Proxetil,Ascend Laborato,1
Cefpodoxime Proxetil,Aurobindo Pharm,1
Cefpodoxime Proxetil,Northstar Rx Ll,1
Cefpodoxime Proxetil,Rising Pharm,1
Cefpodoxime Proxetil,Sandoz,1
Cefprozil,Aurobindo Pharm,1
Cefprozil,Lupin Pharmaceu,1
Cefprozil,Northstar Rx Ll,1
Cefprozil,Rising Pharm,1
Cefprozil,Sandoz,1
Cefprozil,Teva USA,1
Ceftazidime,B.Braun,1
Ceftazidime,Sagent Pharmace,1
Ceftazidime,Sagent/Premierp,1
Ceftazidime,Sandoz,1
Ceftazidime,WG Critical Car,1
Ceftriaxone,B.Braun,1
Ceftriaxone,Baxter Healthca,1
Ceftriaxone*,Apotex Corp,1
Ceftriaxone*,App/Fresenius K,1
Ceftriaxone*,"Civica, Inc.",1
Ceftriaxone*,Fresenius Kabi,1
Ceftriaxone*,Hospira-Novaplu*,1
Ceftriaxone*,Hospira/Pfizer*,1
Ceftriaxone*,Lupin Pharmaceu,1
Ceftriaxone*,Pfizer US Pharm,1
Ceftriaxone*,Piramal Critica,1
Ceftriaxone*,Sagent Pharmace,1
Ceftriaxone*,Sagent/Premierp,1
Ceftriaxone*,Sandoz,1
Ceftriaxone*,Sandoz/Novaplus,1
Ceftriaxone*,WG Critical Car,1
Ceftriaxone*,"West-Ward, Inc.",1
Ceftriaxone*,West-Ward/Hikma,1
Ceftriaxone*,Wockhardt USA L,1
Ceftriaxone*,Xellia Pharmace,1
Cefuroxime,Ahp,1
Cefuroxime,Ascend Laborato,1
Cefuroxime,Aurobindo Pharm,1
Cefuroxime,Lupin Pharmaceu,1
Cefuroxime,Northstar Rx Ll,1
Cefuroxime,Rising Pharm,1
Cefuroxime,Wockhardt USA L,1
Cefuroxime Sodium*,Sagent Pharmace*,1
Cefuroxime Sodium*,West-Ward-Novap*,1
Cefuroxime Sodium*,West-Ward/Hikma*,1
Celebrex,Pfizer/Viatris,1
Celecoxib,Actavis/Teva,1
Celecoxib,Ahp,1
Celecoxib,Alembic Pharmac,1
Celecoxib,Apotex Corp,1
Celecoxib,Aurobindo Pharm,1
Celecoxib,Avpak,1
Celecoxib,"Cipla USA, Inc.",1
Celecoxib,Epic Pharma LLC,1
Celecoxib,Greenstone LLC.,1
Celecoxib,Lupin Pharmaceu,1
Celecoxib,Macleods Pharma,1
Celecoxib,Major Pharmaceu,1
Celecoxib,"Micro Labs USA,",1
Celecoxib,Modavar Pharmac,1
Celecoxib,Mylan,1
Celecoxib,Mylan Instituti,1
Celecoxib,Nivagen Pharmac,1
Celecoxib,Northstar Rx Ll,1
Celecoxib,Sciegen Pharmac,1
Celecoxib,Teva USA,1
Celecoxib,Torrent Pharmac,1
Celecoxib,Vitruvias Thera,1
Celecoxib,Westminster Pha,1
Celecoxib,Yiling Pharmace,1
Celestone,Merck Sharp & D,1
Celestone,Organon LLC,1
Celexa,Forest/Allergan,1
Cellcept,"Genentech, Inc.",1
Celontin,Pfizer US Pharm,1
Centany,Medimetriks Pha,1
Centratex,Centurion Labs,1
Centrum Adult 50 Fresh-Fruity,Pfizer Cons.Hlt,1
Centrum Adults,Pfizer Cons.Hlt,1
Centrum Chewables,Pfizer Cons.Hlt,1
Centrum Silver,Pfizer Cons.Hlt,1
Centrum Silver Ultra Men's,GSK Consumer He,1
Centrum Silver Women,Pfizer Cons.Hlt,1
Century,Amerisource-Gnp,1
Cepacol Sore Throat,Rb Health,1
Cephalexin,Ahp,1
Cephalexin,Ascend Laborato,1
Cephalexin,Aurobindo Pharm,1
Cephalexin,Avpak,1
Cephalexin,Chartwell Rx Ll,1
Cephalexin,Fera Pharmaceut,1
Cephalexin,Lupin Pharmaceu,1
Cephalexin,Orchid/Bionphar,1
Cephalexin,Sun Pharmaceuti,1
Cephalexin,TWI Pharmaceuti,1
Cephalexin,Teva USA,1
Cephalexin,Virtus Pharmace,1
Cephalexin,West-Ward/Hikma,1
Ceprotin,Baxalta US Inc.,1
Cequa,Sun Pharma Glob,1
Cerave,Bausch Health U,1
Cerdelga,Genzyme,1
Cerebyx,Pfizer US Pharm,1
Cerebyx,Pfizer/Novaplus,1
Cerezyme,Genzyme,1
Cerovite Advanced Formula,Rugby,1
Cerovite Jr,Rugby,1
Cerovite Senior,Rugby,1
Certavite Senior,Major Pharmaceu,1
Certavite-Antioxidant,Major Pharmaceu,1
Cervidil,Ferring Ph Inc,1
Cetaphil,Galderma Labora,3
Cetaphil Restoraderm,Galderma Labora,2
Cetirizine HCl,Avet Pharmaceut,1
Cetirizine HCl,Breckenridge,1
Cetirizine HCl,Chartwell Rx Ll,1
Cetirizine HCl,Ohm Labs.,1
Cetirizine HCl,Perrigo/Padagis,1
Cetirizine HCl,Pharm Assoc Inc,1
Cetirizine HCl,Silarx/Lannett,1
Cetirizine HCl,Taro Pharm USA,1
Cetirizine HCl,Torrent Pharmac,1
Cevimeline HCl,Ranbaxy/Sun Pha,1
Cevimeline HCl,Rising Pharm,1
Cevimeline HCl,West-Ward/Hikma,1
Chantix,Pfizer US Pharm,1
Charlotte 24 Fe,Glenmark Pharma,1
Chateal,"Afaxys, Inc.",1
Chateal Eq,"Afaxys, Inc.",1
Chemet,Recordati Rare,1
Chenodal,Travere Therape,1
Cherry Syrup,Camber Pharmace,1
Chewable-Vite,Rugby,1
Child Chew + Iron,Major Pharmaceu,1
Children's Chew Multivit-Iron,"Plus Pharma,Inc",1
Children's Chewable,Amerisource-Gnp,1
Children's Chewable Multivitmn,"Plus Pharma,Inc",1
Children's Chewables,Amerisource-Gnp,1
Children's Ferrous Sulfate,Hi-Tech/Akorn C,1
Children's Iron,Patrin Pharma,1
Children's Loratadine,Ohm Labs.,1
Chlordiazepoxide HCl,Chartwell Rx Ll,1
Chlordiazepoxide HCl,Epic Pharma LLC,1
Chlordiazepoxide HCl,Mylan Instituti,1
Chlordiazepoxide HCl,Solco Healthcar,1
Chlordiazepoxide HCl,Teva USA,1
Chlordiazepoxide-Amitriptyline,Mylan,1
Chlordiazepoxide-Clidinium,Amneal Pharmace,1
Chlordiazepoxide-Clidinium,Ascend Laborato,1
Chlordiazepoxide-Clidinium,Avet Pharmaceut,1
Chlordiazepoxide-Clidinium,Cameron Pharmac,1
Chlordiazepoxide-Clidinium,Dr.Reddy'S Lab,1
Chlordiazepoxide-Clidinium,Eci Pharmaceuti,1
Chlordiazepoxide-Clidinium,Sunrise Pharmac,1
Chlordiazepoxide-Clidinium,Virtus Pharmace,1
Chlorhexidine Gluconate,Ahp,1
Chlorhexidine Gluconate,Dash Pharmaceut,1
Chlorhexidine Gluconate,Major Pharmaceu,1
Chlorhexidine Gluconate,Mckesson Packag,1
Chlorhexidine Gluconate,Pharm Assoc Inc,1
Chlorhexidine Gluconate,Vistapharm/Pai,1
Chlorhexidine Gluconate,Xttrium Labs.,1
Chloroprocaine HCl,West-Ward/Hikma,1
Chloroquine Phosphate,Rising Pharm,1
Chlorothiazide Sodium,Akorn Inc.,1
Chlorothiazide Sodium,Amer. Regent,1
Chlorothiazide Sodium,App/Fresenius K,1
Chlorothiazide Sodium,Fresenius/Novap,1
Chlorothiazide Sodium,Sagent Pharmace,1
Chlorothiazide Sodium,Sagent/Novaplus,1
Chlorothiazide Sodium,Sun Pharma Glob,1
Chlorpromazine HCl*,Ahp,1
Chlorpromazine HCl*,Amneal Pharmace,1
Chlorpromazine HCl*,Arbor/Azurity,1
Chlorpromazine HCl*,Auromedics-Eugi,1
Chlorpromazine HCl*,Avpak,1
Chlorpromazine HCl*,Glenmark Pharma,1
Chlorpromazine HCl*,Lannett Co. Inc,1
Chlorpromazine HCl*,Major Pharmaceu,1
Chlorpromazine HCl*,Mylan Instituti,1
Chlorpromazine HCl*,Northstar Rx Ll,1
Chlorpromazine HCl*,Novadoz Pharmac,1
Chlorpromazine HCl*,Sandoz,1
Chlorpromazine HCl*,Sun Pharmaceuti,1
Chlorpromazine HCl*,Upsher Smith La,1
Chlorpromazine HCl*,Upsher-Smith La,1
Chlorpromazine HCl*,West-Ward/Hikma,1
Chlorpromazine HCl*,Zameer Pharmace,1
Chlorpromazine HCl*,Zydus Pharmaceu,1
Chlorthalidone,Ahp,1
Chlorthalidone,Ajanta Pharma L,1
Chlorthalidone,Amneal Pharmace,1
Chlorthalidone,Ascend Laborato,1
Chlorthalidone,Avpak,1
Chlorthalidone,Chartwell Rx Ll,1
Chlorthalidone,Dr.Reddy'S Lab,1
Chlorthalidone,Jubilant Cadist,1
Chlorthalidone,Major Pharmaceu,1
Chlorthalidone,Mylan,1
Chlorthalidone,Mylan Instituti,1
Chlorthalidone,Nivagen Pharmac,1
Chlorthalidone,Northstar Rx Ll,1
Chlorthalidone,Rising Pharm,1
Chlorthalidone,Sun Pharmaceuti,1
Chlorthalidone,Tagi Pharma,1
Chlorthalidone,Unichem Pharmac,1
Chlorthalidone,Vistapharm,1
Chlorthalidone,Zydus Pharmaceu,1
Chlorzoxazone,Actavis/Teva,1
Chlorzoxazone,Aurobindo Pharm,1
Chlorzoxazone,Cameron Pharmac,1
Chlorzoxazone,Glenmark Pharma,1
Chlorzoxazone,Mayne Pharma In,1
Chlorzoxazone,Novitium/Ani Ph,1
Chlorzoxazone,Par Pharm.,1
Chlorzoxazone,Rising Pharm,1
Chlorzoxazone,Trigen Laborato,1
Chlorzoxazone,"Trupharma, LLC.",1
Cholbam,Manchester Phar,1
Cholestyramine,Ajanta Pharma L,1
Cholestyramine,Ani Pharmaceuti,1
Cholestyramine,Ascend Laborato,1
Cholestyramine,Epic Pharma LLC,1
Cholestyramine,Par Pharm.,1
Cholestyramine,Sandoz,1
Cholestyramine,Tagi Pharma,1
Cholestyramine,Upsher-Smith La,1
Cholestyramine,Zydus Pharmaceu,1
Cholestyramine Light,Ascend Laborato,1
Cholestyramine Light,Epic Pharma LLC,1
Cholestyramine Light,Par Pharm.,1
Cholestyramine Light,Sandoz,1
Cholestyramine Light,Tagi Pharma,1
Cholestyramine Light,Zydus Pharmaceu,1
Chorionic Gonadotropin,Fresenius Kabi,1
Chromagen,Avion Pharmaceu,1
Chromium,Hospira-Novaplu,1
Chromium,Hospira/Pfizer,1
Cialis,Eli Lilly & Co.,1
Cibinqo,Pfizer US Pharm,1
Ciclodan,Medimetriks Pha,1
Ciclopirox,Acella Pharmace,2
Ciclopirox,Actavis/Teva,1
Ciclopirox,Cosette Pharmac,2
Ciclopirox,Fougera/Sandoz,1
Ciclopirox,Glenmark Pharma,2
Ciclopirox,Hi-Tech/Akorn C,1
Ciclopirox,Leading Pharma,1
Ciclopirox,Padagis,2
Ciclopirox,Perrigo/Padagis,2
Ciclopirox,Taro Pharm USA,2
Cidofovir,Avet Pharmaceut,1
Cidofovir,Mylan Instituti,1
Cilostazol,Apotex Corp,1
Cilostazol,Avpak,1
Cilostazol,Roxane/West-War,1
Cilostazol,Sandoz,1
Cilostazol,Slate Run Pharm,1
Cilostazol,Teva USA,1
Cilostazol,West-Ward/Hikma,1
Ciloxan,Alcon/Novartis,1
Ciloxan,Novartis,1
Cimduo,Mylan Specialty,1
Cimetidine,Akorn Inc.,1
Cimetidine,Hi-Tech/Akorn C,1
Cimetidine,Mylan,1
Cimetidine,Pharm Assoc Inc,1
Cimetidine,Teva USA,1
Cimzia,UCB Pharma,1
Cinacalcet HCl,Accord Healthca,1
Cinacalcet HCl,Aci Healthcare,1
Cinacalcet HCl,Actavis/Teva,1
Cinacalcet HCl,Ahp,1
Cinacalcet HCl,Ascend Laborato,1
Cinacalcet HCl,Aurobindo Pharm,1
Cinacalcet HCl,Camber Pharmace,1
Cinacalcet HCl,"Cipla USA, Inc.",1
Cinacalcet HCl,Dr.Reddy'S Lab,1
Cinacalcet HCl,Exelan Pharmace,1
Cinacalcet HCl,Major Pharmaceu,1
Cinacalcet HCl,Mylan,1
Cinacalcet HCl,Northstar Rx Ll,1
Cinacalcet HCl,Slate Run Pharm,1
Cinacalcet HCl,Strides Pharma,1
Cinacalcet HCl,Sun Pharma Glob,1
Cinqair,Teva Specialty,1
Cinryze,Viropharma Biol,1
Cinvanti,Heron Therapeut,1
Cipro,"Bayer,Pharm Div",2
Cipro HC,Alcon/Novartis,1
Cipro HC,Novartis,1
Cipro I.V.,"Bayer,Pharm Div",1
Ciprodex,Alcon/Novartis,1
Ciprodex,Novartis,1
Ciprofloxacin,Lupin Pharmaceu,1
Ciprofloxacin HCl*,Actavis/Teva,1
Ciprofloxacin HCl*,Ahp,1
Ciprofloxacin HCl*,Akorn Inc.,1
Ciprofloxacin HCl*,Aurobindo Pharm,1
Ciprofloxacin HCl*,Carlsbad Tech,1
Ciprofloxacin HCl*,Chartwell Rx Ll,1
Ciprofloxacin HCl*,Dr.Reddy'S Lab,1
Ciprofloxacin HCl*,Leading Pharma,1
Ciprofloxacin HCl*,Major Pharmaceu,1
Ciprofloxacin HCl*,Mckesson Packag,1
Ciprofloxacin HCl*,Method Pharmace,1
Ciprofloxacin HCl*,Mylan Instituti,1
Ciprofloxacin HCl*,Northstar Rx Ll,1
Ciprofloxacin HCl*,Rising Pharm*,1
Ciprofloxacin HCl*,Sandoz,1
Ciprofloxacin HCl*,West-Ward/Hikma,1
Ciprofloxacin HCl*,Xspire Pharma,1
Ciprofloxacin HCl*,Yiling Pharmace,1
Ciprofloxacin HCl-Fluocinolone,Wilshire Pharma,1
Ciprofloxacin HCl-Fluocinolone,Xspire Pharma,1
Ciprofloxacin-D5W,Baxter Healthca,1
Ciprofloxacin-D5W,Baxter/Novaplus,1
Ciprofloxacin-D5W,Claris/Baxter,1
Ciprofloxacin-D5W,Hospira-Novaplu,1
Ciprofloxacin-D5W,Hospira/Pfizer,1
Ciprofloxacin-D5W,Sagent Pharmace,1
Ciprofloxacin-D5W,Sandoz,1
Ciprofloxacin-Dexamethasone,Dr.Reddy'S Lab,1
Ciprofloxacin-Dexamethasone,Sandoz,1
Ciprofloxacin-Dexamethasone,Sun Pharmaceuti,1
Cisatracurium Besylate,Meitheal Pharma,1
Cisatracurium Besylate,Sandoz,1
Cisatracurium Besylate,Teva Parenteral,1
Cisplatin,Accord Healthca,1
Cisplatin,App/Fresenius K,1
Cisplatin,Bluepoint Labor,1
Cisplatin,Teva Parenteral,1
Cisplatin,WG Critical Car,1
Cisplatin,West-Ward/Hikma,1
Citalopram HBr,Ahp,1
Citalopram HBr,Almatica Pharma,1
Citalopram HBr,Amneal Pharmace,1
Citalopram HBr,Apotex Corp,1
Citalopram HBr,Aurobindo Pharm,1
Citalopram HBr,Camber Pharmace,1
Citalopram HBr,Caraco Pharm,1
Citalopram HBr,Caraco/Sun Phar,1
Citalopram HBr,"Cipla USA, Inc.",1
Citalopram HBr,Dr.Reddy'S Lab,1
Citalopram HBr,Epic Pharma LLC,1
Citalopram HBr,Exelan Pharmace,1
Citalopram HBr,Legacy Pharmace,1
Citalopram HBr,Major Pharmaceu,1
Citalopram HBr,Mylan,1
Citalopram HBr,Roxane/West-War,1
Citalopram HBr,Sandoz,1
Citalopram HBr,Silarx/Lannett,1
Citalopram HBr,Torrent Pharmac,1
Citranatal B-Calm,Mission Pharm.,1
Citrucel,GSK Consumer He,2
Citrus Calcium + D,Rugby,1
Citrus Calcium-Vitamin D3,Rugby,1
Cladribine,App/Fresenius K,1
Cladribine,Hisun Pharmaceu,1
Cladribine,Mylan Instituti,1
Cladribine,West-Ward/Hikma,1
Claravis,Teva USA,1
Clarinex,Organon LLC,1
Clarinex-D 12 Hour,Merck Sharp & D,1
Clarinex-D 12 Hour,Organon LLC,1
Clariscan,GE Healthcare,1
Clarithromycin,Alembic Pharmac,1
Clarithromycin,Aurobindo Pharm,1
Clarithromycin,Chartwell Rx Ll,1
Clarithromycin,Lannett Co. Inc,1
Clarithromycin,Major Pharmaceu,1
Clarithromycin,Rising Pharm,1
Clarithromycin,Sandoz,1
Clarithromycin,Strides Pharma,1
Clarithromycin ER,Actavis/Teva,1
Clarithromycin ER,Lannett Co. Inc,1
Clarithromycin ER,Mayne Pharma In,1
Classic Prenatal,Rugby,1
Clear Bandages,Sm-Strategic So,1
Clemastine Fumarate,Teva USA,1
Clenpiq,Ferring Ph Inc,1
Cleocin,Pharmaci/Pfizer,1
Cleocin HCl,Pharmaci/Pfizer,1
Cleocin Pediatric,Pharmaci/Pfizer,1
Cleocin Phosphate In D5W,Pharmaci/Pfizer,1
Cleocin Phosphate*,Pharmaci/Pfizer*,1
Cleocin Phosphate*,Pharmacia-Uj-No,1
Cleocin Phosphate*,Pharmacia/Upjhn,1
Cleocin T,Pharmaci/Pfizer,1
Cleviprex,"Chiesi USA, Inc",1
Climara,"Bayer,Pharm Div",1
Climara Pro,"Bayer,Pharm Div",1
Clindacin Etz,Medimetriks Pha,1
Clindacin P,Medimetriks Pha,1
Clindagel,Bausch Health U,1
Clindamycin (Pediatric),Amneal Pharmace,1
Clindamycin (Pediatric),Aurobindo Pharm,1
Clindamycin (Pediatric),Avet Pharmaceut,1
Clindamycin (Pediatric),Greenstone LLC.,1
Clindamycin (Pediatric),Northstar Rx Ll,1
Clindamycin (Pediatric),Perrigo/Padagis,1
Clindamycin (Pediatric),Rising Pharm,1
Clindamycin HCl,Actavis/Teva,1
Clindamycin HCl,Ahp,1
Clindamycin HCl,Aurobindo Pharm,1
Clindamycin HCl,Greenstone LLC.,1
Clindamycin HCl,Lannett Co. Inc,1
Clindamycin HCl,Major Pharmaceu,1
Clindamycin HCl,Mckesson Packag,1
Clindamycin HCl,"Micro Labs USA,",1
Clindamycin HCl,Mylan Instituti,1
Clindamycin HCl,Ranbaxy/Sun Pha,1
Clindamycin HCl,Sun Pharmaceuti,1
Clindamycin Phos-Benzoyl Perox,Actavis/Teva,1
Clindamycin Phos-Benzoyl Perox,Encube Ethicals,1
Clindamycin Phos-Benzoyl Perox,Oceanside Pharm,1
Clindamycin Phos-Benzoyl Perox,Perrigo/Padagis,1
Clindamycin Phos-Benzoyl Perox,Sandoz,1
Clindamycin Phos-Benzoyl Perox,Taro Pharm USA,1
Clindamycin Phos-Benzoyl Perox,Zydus Pharmaceu,1
Clindamycin Phos-Tretinoin,Actavis/Teva,1
Clindamycin Phos-Tretinoin,Oceanside Pharm,1
Clindamycin Phos-Tretinoin,Prasco Labs,1
Clindamycin Phos-Tretinoin,Solaris Pharma,1
Clindamycin Phosphate*,"Almaject, Inc",1
Clindamycin Phosphate*,Alvogen Inc*,1
Clindamycin Phosphate*,Amneal Pharmace,1
Clindamycin Phosphate*,App/Fresenius K,1
Clindamycin Phosphate*,Encube Ethicals,1
Clindamycin Phosphate*,Fougera/Sandoz*,1
Clindamycin Phosphate*,Glasshouse Phar,1
Clindamycin Phosphate*,Glenmark Pharma,1
Clindamycin Phosphate*,Greenstone LLC.*,1
Clindamycin Phosphate*,Mylan Instituti,1
Clindamycin Phosphate*,Northstar Rx Ll,1
Clindamycin Phosphate*,Oceanside Pharm,1
Clindamycin Phosphate*,Padagis,1
Clindamycin Phosphate*,Perrigo/Padagis,1
Clindamycin Phosphate*,Sagent Pharmace,1
Clindamycin Phosphate*,Sandoz,1
Clindamycin Phosphate*,Solaris Pharma,1
Clindamycin Phosphate*,Taro Pharm USA,1
Clindamycin Phosphate*,Teligent Pharma,1
Clindamycin Phosphate*,Viona Pharmaceu,1
Clindamycin Phosphate*,Zydus Pharmaceu,1
Clindamycin Phosphate-D5W,Akorn Inc.,1
Clindamycin Phosphate-D5W,Baxter Healthca,1
Clindamycin Phosphate-D5W,"Civica, Inc.",1
Clindamycin Phosphate-D5W,Sandoz,1
Clindamycin Phosphate-D5W,Sandoz/Novaplus,1
Clindamycin-0.9% NaCl,Baxter Healthca,1
Clindamycin-Benzoyl Peroxide,Glenmark Pharma,1
Clindamycin-Benzoyl Peroxide,Mylan,1
Clindamycin-Benzoyl Peroxide,Northstar Rx Ll,1
Clindamycin-Benzoyl Peroxide,Oceanside Pharm,1
Clindamycin-Benzoyl Peroxide,Perrigo Co.,1
Clindamycin-Benzoyl Peroxide,Perrigo/Padagis,1
Clindamycin-Benzoyl Peroxide,Sandoz,1
