Mftr_Name,2018 Medicaid Spend,2018 Medicaid Units Produced,2019 Medicaid Spend,2019 Medicaid Units Produced,2020 Medicaid Spend,2020 Medicaid Units Produced,2021 Medicaid Spend,2021 Medicaid Units Produced,2022 Medicaid Spend,2022 Medicaid Units Produced
B.Braun*,"$12,129,835.10",133005985.0,"$8,529,083.31",167566244.0,"$7,971,008.03",141670509.0,"$12,861,199.43",3684479551.0,"$15,762,173.75",628225155.0
B.F Ascher & Co,"$19,418.22",55361.0,"$32,251.92",46458.0,"$22,833.27",38013.0,"$17,758.31",28226.0,"$17,188.18",27791.0
BMS,"$7,105,276.27",1034286.0,"$4,458,762.26",745247.0,"$2,334,882.45",345312.0,"$1,103,730.71",31484.0,"$397,965.87",13808.0
BMS Primarycare,"$933,122,886.23",42207065.0,"$1,084,691,940.08",58648658.0,"$1,282,624,349.86",79867972.0,"$1,569,463,610.01",105025613.0,"$1,771,705,870.06",118598851.0
BMS/H2 Pharma L,"$598,049.45",711649.0,"$595,524.26",704897.0,"$682,378.52",720091.0,"$589,016.89",665828.0,"$560,468.34",615473.0
Banner Life Sci,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$236,420.47",4680.0,"$935,517.18",17881.0
"Basic Drugs,Inc",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$290.25,1026.0
Basic Organics,"$21,711.12",184238.0,"$19,980.64",180096.0,"$20,240.19",205905.0,"$20,784.84",206992.0,$96.19,533.0
"Baudax Bio, Inc",$0.00,0.0,$0.00,0.0,"$1,967.17",31.0,"$39,189.00",510.0,"$49,817.92",659.0
Bausch & Lomb C,"$1,010.04",6032.0,"$1,234.87",6815.0,$781.12,4416.0,$695.56,3973.0,$627.21,3540.0
Bausch & Lomb I,"$64,116,388.75",15434683.0,"$68,722,999.10",16584611.0,"$54,372,046.45",12621093.0,"$58,261,115.57",13161007.0,"$66,129,328.11",16446740.0
Bausch & Lomb I*,"$9,022,170.48",1026420.0,"$7,127,905.06",897152.0,"$3,925,854.94",633162.0,"$3,831,770.70",592443.0,"$5,374,170.40",826808.0
Bausch Health U,"$235,010,619.91",15744602.0,"$149,231,942.03",9968688.0,"$125,789,917.23",10429625.0,"$122,352,456.32",13758923.0,"$141,478,134.89",16345631.0
Bausch Health U*,"$2,471,576.46",8460.0,"$3,670,685.59",9666.0,"$3,403,891.04",8496.0,"$3,276,232.05",8055.0,"$1,899,073.97",5020.0
Baxalta US Inc.,"$753,007,451.02",470704081.0,"$661,502,498.40",419814269.0,"$581,565,077.11",327522101.0,"$592,960,497.06",290061923.0,"$571,481,647.57",250564710.0
Baxter Healthca,"$156,786,807.40",1624516274.0,"$238,698,725.35",1737103808.0,"$248,265,961.73",1755463766.0,"$289,607,167.78",2420859898.0,"$313,261,715.35",2438933562.0
Baxter Healthca*,"$38,587,856.08",289644431.0,"$71,172,557.63",325122765.0,"$78,320,974.57",320956107.0,"$90,018,066.28",1251919084.0,"$75,484,382.05",678396145.0
Baxter Renal,"$54,680.31",5664179.0,"$43,978.19",81013.0,"$175,119.52",8578612.0,"$86,255.29",4458662.0,"$14,871.89",158138.0
Baxter/Amerinet,"$220,707.51",38013.0,"$62,371.72",23300.0,"$21,163.79",18974.0,"$16,912.13",14640.0,"$11,715.34",3222.0
Baxter/Novaplus,"$1,050,954.15",84279.0,"$1,064,102.56",90705.0,"$1,291,051.77",232083.0,"$1,131,961.85",229049.0,"$776,064.22",187751.0
Baxter/Premierp,"$571,362.16",502351.0,"$540,509.25",368098.0,"$887,912.20",375261.0,"$575,140.54",533795.0,"$390,551.00",353961.0
Bayer Healthcar,$213.70,2114.0,$169.95,2323.0,$342.68,3159.0,$173.49,1938.0,$331.75,2479.0
Bayer Inc.,$0.00,0.0,"$690,714.71",5700.0,"$9,112,493.38",44585.0,"$13,044,789.82",54585.0,"$15,916,082.97",70343.0
Bayer Pharm/Leo,"$5,042,245.19",862623.0,"$728,910.12",111335.0,"$42,826.70",7190.0,"$7,087.61",1000.0,"$7,483.57",1150.0
"Bayer,Pharm Div","$451,817,646.22",109267295.0,"$450,841,789.88",107226816.0,"$462,944,580.80",100253208.0,"$489,111,936.46",87824915.0,"$463,794,370.31",77704202.0
Bayshore Pharma,"$9,014,634.11",51294535.0,"$12,358,381.05",73358769.0,"$9,782,194.68",64042838.0,"$7,084,186.46",51980944.0,"$7,253,019.79",49245964.0
Bd Diabetes,$0.00,0.0,$0.00,0.0,"$105,974.41",252643.0,"$81,524.16",173316.0,"$371,539.23",780862.0
Bd Medical Surg,$350.04,3840.0,$0.00,0.0,"$1,588.98",17450.0,"$1,241.14",11020.0,$176.78,1691.0
Bd Non-Medical,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$707.94,2333.0
Be Pharmaceutic,$0.00,0.0,$0.00,0.0,"$2,125,620.13",17328.0,"$5,219,273.51",53958.0,"$7,819,456.15",129314.0
Beach Products,"$237,466.73",428868.0,"$268,422.18",443557.0,"$322,611.60",517890.0,"$393,333.47",589074.0,"$458,716.94",637413.0
"Beigene USA, In",$0.00,0.0,$0.00,0.0,"$342,448.99",3210.0,"$2,197,172.23",21710.0,"$8,595,274.28",74464.0
Bio Products La,"$25,920,379.51",2802154.0,"$34,862,262.44",3482459.0,"$47,373,603.16",4456599.0,"$54,883,556.96",4920211.0,"$49,563,717.10",4572243.0
"Biocodex, Inc",$0.00,0.0,"$2,569,016.72",86280.0,"$7,438,505.28",243360.0,"$8,906,521.37",276900.0,"$9,757,590.13",299884.0
"Biocomp Pharma,","$1,202,435.02",1146347.0,"$1,402,408.26",1624218.0,"$2,095,454.29",1924922.0,"$2,906,093.04",2392730.0,"$3,281,346.72",2591598.0
Biocon Pharma I,"$1,939,752.64",5499489.0,"$9,242,917.25",38272322.0,"$15,729,612.98",78184629.0,"$18,824,814.69",74454566.0,"$29,698,341.54",66874352.0
Biocryst Pharma,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$16,101,931.87",11536.0,"$32,321,574.93",23856.0
Biodelivery Sci,"$7,168,688.12",900111.0,"$17,992,018.49",1983612.0,"$28,822,554.20",2831804.0,"$35,865,390.79",3267603.0,"$39,898,511.61",3406182.0
Biofrontera Inc,"$2,991.51",34.0,"$43,045.73",1068.0,"$80,886.33",2384.0,"$174,160.51",2590.0,"$192,049.07",5040.0
Biogen-Idec,"$752,219,747.47",2620298.0,"$775,806,419.50",2594338.0,"$693,877,601.63",2236372.0,"$522,689,986.83",1611551.0,"$442,345,160.56",1508117.0
Biogen-Idec*,"$1,621,436.23",469.0,"$1,978,177.23",558.0,"$1,711,191.44",481.0,"$1,795,991.69",499.0,"$1,306,431.29",320.0
Biohaven Pharma,$0.00,0.0,$0.00,0.0,"$13,801,902.72",133666.0,"$100,477,548.91",936794.0,"$236,648,062.87",2150207.0
Biomarin Pharma,"$150,510,332.16",1665648.0,"$169,283,932.59",1668792.0,"$190,351,805.90",1597620.0,"$174,127,791.03",1127184.0,"$190,331,716.57",969644.0
Bionpharma Inc.,"$27,318,182.33",46613754.0,"$41,011,116.27",59874964.0,"$38,082,664.44",52505905.0,"$50,173,488.81",57565709.0,"$48,606,260.56",51934009.0
Bioramo,$0.00,0.0,$0.00,0.0,"$588,405.22",4944105.0,"$1,562,045.99",14180110.0,"$360,760.50",3541359.0
Bioverativ Ther,"$65,724,934.09",32047022.0,"$286,362,572.24",132340958.0,"$286,141,600.71",129382361.0,"$287,587,618.94",121392448.0,"$283,890,756.24",116693732.0
Bioverativ U.S.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$90,513.62",7310.0
Blue Earth Diag,$0.00,0.0,"$35,868.45",86.0,"$142,540.83",265.0,"$332,681.62",445.0,"$195,349.21",233.0
Bluepoint Labor,"$47,352,905.29",147881160.0,"$45,357,675.25",148807547.0,"$50,328,923.32",163586041.0,"$56,441,647.94",191733896.0,"$63,619,840.21",210192274.0
Bluepoint/Oncop,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$837,419.22",18587.0,"$1,754,426.18",61980.0
Blueprint Medic,$0.00,0.0,$0.00,0.0,"$1,830,219.89",1740.0,"$3,313,287.59",3022.0,"$6,727,905.88",5788.0
Boehringer Ing.,"$1,121,340,274.06",61962366.0,"$1,268,914,456.45",61818805.0,"$1,569,670,800.73",73853070.0,"$1,976,703,114.25",92622477.0,"$2,406,872,618.24",111154235.0
Boehringer/Sano,"$100,502.18",15429.0,"$73,075.65",11057.0,"$33,241.22",2580.0,"$42,315.73",1881.0,"$17,768.00",399.0
Bongeo Pharmace,"$645,315.01",169263.0,"$106,553.19",25409.0,"$66,168.09",16930.0,"$44,048.61",11010.0,"$43,091.44",10360.0
Braintree/Sebel,"$6,254,408.09",26351477.0,"$7,412,650.05",28019118.0,"$8,756,161.97",36530664.0,"$13,519,812.17",35591904.0,"$11,030,703.60",48564576.0
Brandywine Phar,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$441.97,2376.0
Breckenridge,"$83,497,779.61",732702985.0,"$80,978,063.93",385091529.0,"$83,701,692.73",383973279.0,"$94,422,373.26",428685541.0,"$85,346,434.78",249395581.0
Brookfield Phar,$0.00,0.0,"$1,210.73",2371.0,"$37,186.63",68151.0,"$16,874.56",29827.0,$349.11,870.0
Burel Pharmaceu,$0.00,0.0,"$1,297,742.84",266388.0,"$23,550,997.08",9722661.0,"$21,957,905.87",11441175.0,"$8,613,993.03",5825508.0
Burel/Prasco La,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$181,791.17",444087.0,"$772,002.46",2177350.0
CSL Behring LLC,"$277,355,153.63",61609345.0,"$320,974,833.29",61389867.0,"$379,655,513.05",65266507.0,"$410,898,022.32",62214782.0,"$441,152,910.26",66091236.0
CSL/Saol Thera,"$228,130.51",11356.0,"$256,429.57",16008.0,"$361,689.61",13713.0,"$332,292.11",11124.0,"$157,509.23",2955.0
Calliditas Ther,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$4,683,435.64",39580.0
Camber Pharmace,"$157,544,531.25",459936906.0,"$139,747,447.93",439895986.0,"$172,498,391.14",597964868.0,"$221,410,800.08",714616786.0,"$296,407,565.09",861614487.0
Cameron Pharmac,"$583,120.33",59686.0,"$1,738,128.94",208721.0,"$1,793,791.52",364591.0,"$2,227,638.22",401342.0,"$3,069,448.39",458118.0
Capital Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$141.74,390.0
Caraco Pharm,$404.40,11672.0,$766.93,19150.0,$689.21,20823.0,$544.78,11022.0,$304.21,10426.0
Caraco Pharma I,"$1,524.10",965.0,"$1,226.81",582.0,"$1,437.23",439.0,$984.36,303.0,$878.75,375.0
Caraco/Sun Phar,"$30,119,723.61",178751463.0,"$23,926,791.13",163193769.0,"$16,766,516.19",130512582.0,"$19,116,289.19",153854187.0,"$21,787,339.68",156975129.0
Carlsbad Tech,"$10,588,729.53",84830209.0,"$9,451,667.07",57853931.0,"$9,410,545.64",52970971.0,"$9,563,995.21",49430591.0,"$8,376,116.03",41198748.0
Carwin Associat,"$2,218,697.14",398056.0,"$1,285,364.93",259582.0,"$1,969,605.51",344246.0,"$2,941,347.40",454844.0,"$39,935,464.64",2069658.0
Casper Pharma L,"$154,919.89",14061.0,"$102,492.67",8608.0,"$30,519.77",2580.0,"$68,410.39",8839.0,"$660,302.06",94040.0
Catalyst Pharma,$0.00,0.0,"$3,579,455.39",20535.0,"$5,495,275.67",30119.0,"$10,195,235.58",54527.0,"$17,388,200.68",85625.0
Celgene/Amgen,"$94,160,683.77",1955857.0,"$125,327,979.41",2258886.0,"$90,983,740.18",1565116.0,"$2,042,715.71",29833.0,"$868,182.30",12764.0
Celgene/BMS,"$391,062,040.48",580364.0,"$480,331,961.70",639231.0,"$549,606,031.59",701163.0,"$639,009,118.14",795821.0,"$606,845,142.80",790008.0
"Celltrion USA,",$0.00,0.0,$193.68,390.0,"$105,793.42",189079.0,"$1,101,131.70",4288594.0,"$4,979,703.18",13709307.0
Centocor Ortho,"$16,518.71",77.0,$0.00,0.0,"$5,475.21",28.0,$0.00,0.0,$723.70,10.0
Centurion Labs,"$469,690.37",277778.0,"$519,200.99",283101.0,"$572,557.01",290647.0,"$571,466.97",310442.0,"$423,783.30",240014.0
"Cephalon,Inc.-T","$68,896,447.77",1113700.0,"$56,166,373.54",835230.0,"$74,235,060.70",847716.0,"$79,151,673.73",925695.0,"$69,458,911.41",939502.0
Chain Drug,$0.00,0.0,"$2,169.73",20001.0,"$7,254.49",62036.0,"$5,977.96",18806.0,"$4,842.58",12586.0
Chartwell Rx Ll,$0.00,0.0,"$104,564.68",443599.0,"$3,786,335.07",12843594.0,"$5,067,501.86",15187541.0,"$7,330,471.29",16473456.0
Chemocentryx/Am,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$4,547,389.69",57510.0
Chiasma Inc.,$0.00,0.0,$0.00,0.0,"$86,374.21",952.0,"$1,154,041.45",11816.0,"$1,163,722.10",11396.0
"Chiesi USA, Inc","$30,010,040.87",1226313.0,"$31,224,516.59",1182652.0,"$36,256,724.20",1148747.0,"$57,499,219.58",1162213.0,"$111,660,602.61",1452113.0
Chiesi/Baxter H,"$32,322.32",27827.0,"$75,501.19",37064.0,"$98,170.45",37659.0,"$97,608.24",30717.0,"$34,911.65",8540.0
"Cipla USA, Inc.","$158,434,649.12",737183624.0,"$199,210,737.10",696814927.0,"$258,412,532.05",732236859.0,"$351,164,683.56",866578497.0,"$318,607,647.53",814191558.0
Circassia/Astra,$0.00,0.0,"$568,616.12",941.0,"$1,486,135.76",2164.0,"$833,565.99",1417.0,"$76,245.02",105.0
"Civica, Inc.",$0.00,0.0,$814.24,80.0,"$4,137,408.48",76990.0,"$9,932,473.01",258201.0,"$19,258,620.20",321268.0
Claris/Baxter,"$901,174.08",1906529.0,"$9,198,978.66",3884911.0,"$12,647,272.53",4434492.0,"$16,189,465.81",3852536.0,"$13,331,837.94",4895109.0
Clarus/Tolmar,$0.00,0.0,$0.00,0.0,"$159,266.88",16067.0,"$546,200.65",49430.0,"$1,241,907.41",105144.0
Clearside Biome,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$22,412.87",127.0
Clover Pharmace,"$17,161,138.49",1473407.0,"$12,011,145.87",1037745.0,"$4,306,663.77",384462.0,"$2,721,144.93",220027.0,"$2,534,654.86",203217.0
Clovis Oncology,"$7,006,160.08",59742.0,"$8,226,436.95",62932.0,"$9,573,529.07",69155.0,"$6,784,958.75",47332.0,"$5,920,158.70",41280.0
"Cmp Pharma, Inc","$2,812,973.03",5206344.0,"$3,620,624.69",4624179.0,"$4,550,519.40",4318461.0,"$5,428,945.48",4332206.0,"$6,826,941.77",4015472.0
"Cmp Pharma, Inc*","$611,114.71",5783791.0,"$630,794.63",4024486.0,"$1,533,465.35",6330753.0,"$2,232,860.47",7177179.0,"$2,142,914.40",6435712.0
Coherus Bioscie,$0.00,0.0,"$22,429,881.81",3668.0,"$63,156,111.89",10125.0,"$52,500,202.16",9724.0,"$31,237,412.64",7144.0
Collegium Pharm,"$10,107,853.90",1454513.0,"$19,158,556.70",2526168.0,"$37,953,119.91",4331080.0,"$44,600,547.68",4661011.0,"$46,315,769.34",4365840.0
Concordia Pharm,"$14,816,323.44",1101770.0,"$482,887.10",30075.0,"$261,480.09",15902.0,"$184,212.88",9314.0,"$144,742.00",7707.0
Coopersurgical,"$1,418,795.05",9106.0,"$17,191,208.26",35804.0,"$25,432,864.26",47293.0,"$33,234,954.17",65928.0,"$34,420,675.21",55212.0
Corcept Therape,"$24,146,586.22",53604.0,"$26,079,190.86",55219.0,"$27,198,261.10",51845.0,"$35,224,389.12",64483.0,"$39,713,506.76",69435.0
Corepharma LLC,"$3,429,815.75",5014759.0,"$469,272.76",719043.0,"$137,947.79",240231.0,"$42,970.32",86829.0,"$4,953.45",8449.0
Corium/Prasco L,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$402,960.72",32132.0,"$7,838,678.10",626167.0
Cosette Pharmac,"$22,272,962.73",21180700.0,"$21,841,637.47",22299985.0,"$17,745,287.93",17980860.0,"$21,167,735.71",20492078.0,"$22,552,564.94",22249863.0
Cosette Pharmac*,"$1,972,581.25",6179698.0,"$3,724,143.81",11942842.0,"$2,682,819.01",9268145.0,"$2,928,349.01",9547426.0,"$3,052,244.54",9819304.0
"Cotherix, Inc.",$0.00,0.0,"$285,925.77",1594.0,"$1,050,519.23",5530.0,"$890,463.45",5682.0,"$975,163.20",5550.0
County/Alvogen,"$1,216,593.21",4065572.0,"$305,042.19",1028505.0,"$46,071.16",153536.0,"$20,778.56",38020.0,"$10,638.50",19644.0
County/Alvogen*,"$3,314,735.26",9152780.0,"$3,312,251.10",8570454.0,"$3,217,730.95",8752545.0,"$2,892,418.50",7074590.0,"$1,344,864.09",3236103.0
Covis Pharma,"$4,330,622.44",412927.0,"$8,909,914.48",1015743.0,"$10,746,365.35",1223204.0,"$11,039,607.41",1192836.0,"$35,967,669.69",1219569.0
Covis Pharmaceu,"$45,374.70",24.0,$538.52,28.0,"$1,325.42",29.0,"$104,359.68",389.0,$37.21,39.0
Cti Biopharma C,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,072,292.67",6420.0
Cumberland Phar,"$10,766,015.01",20221678.0,"$11,322,633.94",20465109.0,"$11,133,695.11",20468201.0,"$12,460,000.80",20970218.0,"$12,626,007.85",20628778.0
Currax Pharmace,$0.00,0.0,$0.00,0.0,"$337,902.09",4410.0,"$439,178.86",5523.0,"$396,275.25",5344.0
Cycle Pharmaceu,"$2,987,380.93",8730.0,"$8,302,731.04",28170.0,"$12,312,699.44",44730.0,"$12,286,343.26",45524.0,"$15,820,018.25",57386.0
Cypress Pharm.,"$2,269,991.30",12497093.0,"$2,638,275.41",13669881.0,"$2,413,139.89",11075145.0,"$1,942,152.59",9060817.0,"$1,495,259.09",7253826.0
"Daiichi Sankyo,","$922,381.78",86261.0,"$1,166,262.53",76699.0,"$10,516,053.28",74533.0,"$27,678,440.10",94479.0,"$52,907,677.80",108667.0
Daiichi Sankyo/,"$10,164,077.29",2175045.0,"$4,552,598.60",869729.0,"$3,371,678.05",653984.0,"$2,798,453.32",567606.0,"$2,319,647.17",467494.0
Danco Labs.LLC,"$1,827,445.15",17262.0,"$2,385,053.10",25379.0,"$2,463,280.68",43441.0,"$1,901,298.84",30601.0,"$980,792.88",18775.0
Dash Pharmaceut,"$1,537.13",13599.0,"$445,659.90",24248.0,"$409,443.87",33909.0,"$392,560.93",42000.0,"$775,843.47",94545.0
Dava Pharmaceut,"$407,767.92",3373432.0,"$367,221.04",3044952.0,"$14,610.23",100256.0,"$1,658.45",12340.0,$310.22,201.0
Deciphera Pharm,$0.00,0.0,$0.00,0.0,"$2,562,243.15",7410.0,"$7,999,511.73",22170.0,"$7,787,758.45",19872.0
Dendreon Corpor,"$5,881,803.98",37253.0,"$4,747,158.59",39250.0,"$4,382,338.42",26754.0,"$6,031,590.38",36751.0,"$3,492,520.78",20255.0
Depuy Mitek,"$312,515.10",869.0,"$271,819.04",622.0,"$318,576.27",997.0,"$274,471.54",959.0,"$174,174.19",514.0
Dermavant Scien,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,581,218.87",52935.0
Dermira/Journey,"$149,843.50",8430.0,"$4,344,941.32",244897.0,"$5,965,615.39",319698.0,"$6,822,303.67",349099.0,"$2,347,717.23",117124.0
Digestive Care,"$10,356,703.13",2648998.0,"$13,196,693.39",3079904.0,"$15,305,249.66",3409514.0,"$16,968,374.84",3513553.0,"$17,272,943.77",3455661.0
Dista Labs,"$4,183,520.87",235313.0,"$4,417,901.06",221808.0,"$4,356,988.65",215195.0,"$4,244,341.76",204520.0,"$3,777,034.76",182902.0
Doak Derm.,"$1,542,614.92",35550.0,"$1,456,596.65",33240.0,"$1,117,722.39",25800.0,"$1,343,681.08",31290.0,"$904,205.29",19725.0
"Dompe US, Inc",$0.00,0.0,"$8,076,071.47",4760.0,"$20,262,260.01",11865.0,"$27,716,782.46",16391.0,"$41,709,203.22",23142.0
Dr. Reddy'S/Nov,"$186,028.65",2329.0,"$526,619.35",17589.0,"$534,097.01",58715.0,"$515,834.17",75415.0,"$431,535.02",161350.0
Dr. Reddy'S/Pre,"$124,254.70",321.0,"$199,277.30",433.0,"$107,638.59",555.0,"$199,272.31",730.0,"$176,620.39",920.0
Dr.Reddy'S Lab,"$282,701,137.45",596783562.0,"$306,141,683.99",568807935.0,"$344,196,280.58",597396231.0,"$371,586,292.27",604651665.0,"$364,203,863.28",587288058.0
Dr.Reddy'S Lab*,"$12,259,865.58",5834611.0,"$10,158,792.97",5790756.0,"$11,652,631.93",7359590.0,"$12,534,320.78",7530564.0,"$10,563,227.45",6444430.0
"Duchesnay USA,","$47,063,408.08",7086045.0,"$35,078,234.25",5035393.0,"$21,924,292.54",3429712.0,"$20,377,535.70",3440822.0,"$18,593,245.40",3130534.0
Durata/Allergan,"$4,735,156.34",4076.0,"$7,412,181.89",6341.0,"$11,703,605.19",10026.0,"$15,472,482.63",14435.0,"$17,547,753.10",13526.0
Dusa/Sun Pharma,"$569,845.61",1837.0,"$643,554.43",1864.0,"$641,780.26",1772.0,"$668,046.98",2778.0,"$550,936.52",2401.0
Dyax Corp./Shir,"$10,730,299.53",1640.0,"$57,895,750.40",5767.0,"$81,964,845.22",7714.0,"$88,811,368.79",7775.0,"$60,147,829.69",5473.0
E5 Pharma,"$2,327,710.66",6774053.0,"$3,823,537.61",18025141.0,"$5,403,593.18",21879983.0,"$3,456,162.65",8997580.0,"$2,912,416.93",7595656.0
Eagle Pharmaceu,"$134,622.59",319.0,"$992,944.50",3421.0,"$1,150,001.06",2428.0,"$1,291,690.91",2602.0,"$5,101,828.97",22206.0
Eci Pharmaceuti,"$5,292,275.68",6065964.0,"$7,423,270.87",10696923.0,"$7,393,709.35",12962054.0,"$6,771,983.95",16143501.0,"$3,456,036.04",13420890.0
Edenbridge Phar,"$7,180,617.35",5450621.0,"$7,652,756.18",7352030.0,"$8,957,609.98",7833971.0,"$12,236,767.40",9888991.0,"$6,653,633.99",5394206.0
Edwards Pharm.,"$144,674.74",45895.0,"$149,696.87",43798.0,"$143,435.59",40139.0,"$132,947.83",34795.0,"$115,753.39",30350.0
Egalet/Zyla Lif,"$2,403,854.20",230000.0,"$2,757,217.33",238828.0,"$2,375,406.03",202613.0,"$1,526,387.31",124912.0,"$1,057,843.01",64435.0
Egalet/Zyla Lif*,$0.00,0.0,"$85,639.53",1366.0,"$1,517,347.27",130000.0,"$2,609,725.25",258049.0,"$3,117,581.84",194180.0
Eiger Biopharma,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$4,986,883.62",5190.0,"$5,711,645.99",6060.0
Eisai Inc.,"$255,584,067.07",30805066.0,"$323,186,525.55",33520878.0,"$372,658,011.87",34547166.0,"$326,516,339.59",23252304.0,"$309,256,021.15",18963529.0
Eisai Inc./Hels,"$49,786,335.37",485994.0,"$12,321,002.13",178915.0,"$6,164,791.09",127964.0,"$3,294,861.92",80008.0,"$1,024,570.91",30532.0
Eisai/ Woodward,"$953,626.15",59886.0,"$868,046.61",53032.0,"$743,121.32",46249.0,"$586,373.92",35178.0,"$405,604.58",22696.0
Eli Lilly & Co.,"$2,308,651,605.32",72671850.0,"$2,368,503,780.94",64286532.0,"$2,720,209,943.76",65570273.0,"$3,545,327,414.10",67753412.0,"$4,460,142,779.58",66552742.0
Eli Lilly & Co.*,"$6,745,555.12",345084.0,"$6,860,610.76",295789.0,"$5,524,358.73",253361.0,"$5,079,186.15",217666.0,"$4,520,015.87",183174.0
"Emd Serono, Inc","$107,934,934.98",115805.0,"$104,883,173.64",98851.0,"$121,757,074.05",100240.0,"$143,663,758.40",127352.0,"$134,565,095.32",126880.0
Emmaus Medical,"$6,254,759.12",1016404.0,"$11,028,571.08",1660597.0,"$11,768,370.87",1624705.0,"$10,447,903.42",1367456.0,"$9,970,658.17",1348988.0
Encube Ethicals,$0.00,0.0,"$8,579.43",14760.0,"$9,774,507.08",27513861.0,"$29,070,028.56",94514043.0,"$47,058,261.78",130223032.0
Endo Pharm Inc.,"$53,686,926.50",43079667.0,"$56,025,681.07",38951241.0,"$34,843,889.82",1192904.0,"$74,823,969.01",2089012.0,"$106,661,691.19",3441267.0
Epi Health LLC,$0.00,0.0,"$53,788.77",1118.0,"$115,197.69",2043.0,"$621,252.44",35884.0,"$1,320,745.06",71821.0
Epic Pharma LLC,"$20,774,094.51",93825957.0,"$30,924,680.67",88465458.0,"$38,917,015.52",93440053.0,"$67,559,022.59",177473124.0,"$80,869,940.23",206822496.0
Epizyme Inc/Ips,$0.00,0.0,$0.00,0.0,"$2,133,728.51",32332.0,"$2,945,018.73",43728.0,"$3,505,534.94",48543.0
Esi Lederle,$0.00,0.0,"$29,170.77",635.0,"$26,983.04",624.0,"$69,050.91",1573.0,"$57,248.68",437.0
Esperion Therap,$0.00,0.0,$0.00,0.0,"$313,390.67",29247.0,"$2,177,858.59",194045.0,"$4,668,626.61",374427.0
Espero Pharmace,"$30,727.21",834.0,"$26,420.43",771.0,"$14,590.18",467.0,"$2,386.16",86.0,$953.46,61.0
Estreno Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$79,099.11",1260.0,"$14,951.60",340.0
Eton Pharmaceut,$0.00,0.0,$0.00,0.0,"$26,101.36",1241.0,"$819,381.79",44372.0,"$3,635,082.21",138098.0
Eusa Pharma,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,227,142.92",1386.0,"$2,047,662.40",788.0
Eusa/Janssen,"$833,820.06",905.0,"$994,280.85",901.0,"$2,152,856.64",1736.0,"$638,289.78",216.0,"$15,822.65",18.0
Evofem Bioscien,$0.00,0.0,$0.00,0.0,"$26,292.89",5875.0,"$2,622,559.78",564647.0,"$7,356,651.14",1464293.0
"Evoke Pharma, I",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$158,002.73",892.0,"$200,364.53",1166.0
Excellium Pharm,"$468,544.96",3514423.0,"$385,991.28",2669934.0,"$73,737.06",834919.0,"$8,559.04",70690.0,$792.61,7106.0
Excelsior Med,$0.00,0.0,$0.00,0.0,$261.04,1000.0,$103.39,1560.0,$76.36,890.0
Exela Pharma Sc,"$193,868.72",91061.0,"$1,052,213.99",244804.0,"$2,651,200.07",505883.0,"$4,535,449.41",1759278.0,"$7,824,684.75",2078058.0
Exela Pharma Sc*,"$507,945.61",73905.0,"$508,760.78",73510.0,"$495,037.26",78587.0,"$394,545.20",66412.0,"$287,398.11",52836.0
Exelan Pharmace,"$5,637,586.23",6897467.0,"$4,269,952.57",7504905.0,"$4,365,109.14",12313216.0,"$11,722,577.82",14477116.0,"$14,931,094.23",13920215.0
"Exelixis, Inc.","$37,533,945.68",78309.0,"$49,990,358.89",87228.0,"$57,503,923.73",93962.0,"$85,660,612.30",125217.0,"$109,149,797.63",146071.0
"Exeltis USA, In","$34,118,647.31",10334990.0,"$33,223,588.63",9255018.0,"$40,241,152.55",10389818.0,"$52,284,371.97",12427931.0,"$66,335,490.61",14384369.0
Eyepoint Pharma,$0.00,0.0,"$64,468.42",32.0,"$556,740.64",13904.0,"$1,679,409.35",11483.0,"$2,304,663.97",15843.0
Eyevance Pharma,$0.00,0.0,$0.00,0.0,"$233,475.77",11699.0,"$870,267.64",33898.0,"$1,669,713.30",54770.0
Eyevance/Santen,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$29,811.16",2268.0
Eywa Pharma Inc,"$39,416.65",127341.0,"$740,521.41",3431893.0,"$6,345,265.45",32254307.0,"$12,012,503.44",90570558.0,"$14,190,928.25",103665456.0
