Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Alcohol Prep Pads,Alcohol Antiseptic Pads,1,CVS,28990.01,1485484,10150,6363,0.019515532,2.856158621,4.556028603,0,39980.17,2086940,14183,7957,0.019157317,2.818879645,5.024528089,0,60431.82,3135490,19918,11288,0.019273485,3.034030525,5.353633948,0,58204.33,2863315,18488,10445,0.020327603,3.14822209,5.572458593,0,50814.2,2450194,15881,9491,0.020738848,3.199685158,5.353935307,0,0.020230857,0.015315599
Alcohol Prep Pads,Alcohol Antiseptic Pads,1,Kroger Co,440.42,33890,220,155,0.012995574,2.001909091,2.841419355,0,293.07,27060,176,135,0.010830377,1.665170455,2.170888889,0,270.86,25560,157,135,0.010597027,1.72522293,2.00637037,0,265.24,24840,157,123,0.010677939,1.689426752,2.156422764,0,473.46,44060,274,226,0.010745801,1.727956204,2.094955752,0,0.006355381,-0.046411875
Alcohol Prep Pads,Alcohol Antiseptic Pads,1,US Diagnostics,1548.83,4680,36,24,0.330946581,43.02305556,64.53458333,0,11149.41,26981,206,94,0.413231904,54.12334952,118.6107447,0,7917.49,35833,286,149,0.220955265,27.68353147,53.13751678,0,11218.26,40541,298,135,0.276713944,37.64516779,83.09822222,0,6684.94,29250,237,107,0.228544957,28.20649789,62.47607477,0,-0.174075025,-0.088401848
Alcohol Swab,Alcohol Antiseptic Pads,1,Amerisource-Gnp,69536.31,3022965,24341,8771,0.023002685,2.856756501,7.927979706,0,136433.95,4387510,36936,11105,0.031095986,3.693793318,12.2858127,0,119032.03,5365521.235,38363,19780,0.022184616,3.102782108,6.01779727,0,116618.54,4945766,39230,13621,0.02357947,2.972687739,8.561672418,0,120163.15,4901980,38465,13517,0.024513187,3.123960744,8.889779537,0,0.039598716,0.016027147
Alcohol Swabs,Alcohol Antiseptic Pads,1,Meijer Inc.,247.86,9786,87,42,0.02532802,2.848965517,5.901428571,0,183.19,7840,78,37,0.023366071,2.348589744,4.951081081,0,635.51,25779,229,98,0.024652236,2.775152838,6.484795918,0,587.28,23700,187,103,0.024779747,3.140534759,5.701747573,0,509.02,24710,186,87,0.020599757,2.736666667,5.850804598,0,-0.168685729,-0.050346405
Alcohol Swabs,Alcohol Antiseptic Pads,1,Ultimed Inc,28335.83,1218172,9415,4395,0.023260943,3.009647371,6.447287827,0,59543.25,2352237,19148,8215,0.025313457,3.10963286,7.248113208,0,202278.32,4914736.848,39201,18053,0.041157508,5.160029591,11.20469285,0,540069.43,12334939.2,68073,25672,0.043783712,7.933680461,21.03729472,0,643685.12,12504437.33,80217,29048,0.051476536,8.024298091,22.15936106,0,0.175700582,0.219678863
Alcohol Swabs,Alcohol Antiseptic Pads,1,Target Corp,1638.83,60036,568,222,0.027297455,2.885264085,7.382117117,0,1127.69,45370,426,124,0.024855411,2.647159624,9.094274194,0,2426.84,126702,1030,451,0.01915392,2.35615534,5.381019956,0,1686.82,78996,628,284,0.021353233,2.686019108,5.939507042,0,997.05,53690,404,172,0.018570497,2.467945545,5.796802326,0,-0.130319178,-0.091812868
Alcohol Swabs,Alcohol Antiseptic Pads,1,Kroger Co,165.16,8333,72,48,0.019819993,2.293888889,3.440833333,0,160.89,9880,87,54,0.016284413,1.849310345,2.979444444,0,100.65,6060,52,33,0.016608911,1.935576923,3.05,0,43.5,3300,23,20,0.013181818,1.891304348,2.175,1,33.06,2640,17,14,0.012522727,1.944705882,2.361428571,1,-0.05,-0.108443527
Alcohol Swabs,Alcohol Antiseptic Pads,1,Walgreen Co.,14923.51,480948,3736,1697,0.031029363,3.994515525,8.794054213,0,10468.76,359506,2660,1193,0.029119848,3.93562406,8.775155071,0,12200.67,434681,3303,2007,0.028068101,3.693814714,6.079058296,0,58111.38,2265710,15022,10925,0.025648199,3.86841832,5.319119451,0,66966.12,2605775,16589,11767,0.025699118,4.036778588,5.691010453,0,0.001985314,-0.046026433
Alcohol Swabs,Alcohol Antiseptic Pads,1,Rite Aid Corp.,73462.76,3073837,24219,10454,0.023899368,3.033269747,7.027239334,0,63848.36,2671266.444,20542,9442,0.023901906,3.108186155,6.762164796,0,48655.47,2015114,15630,7830,0.024145269,3.112953935,6.213980843,0,47277.28,1974476,14593,7728,0.023944216,3.239723155,6.117660456,0,40730.26,1715035,12405,6835,0.023748938,3.283374446,5.959072421,0,-0.00815554,-0.001577299
Alcohol Swabs,Alcohol Antiseptic Pads,1,Perrigo Diabete,11391.47,502504,4491,1779,0.022669412,2.536510799,6.403299607,0,10646.82,479272,4236,1646,0.022214567,2.513413598,6.468298906,0,23736.15,1032059,8574,3863,0.022998831,2.768386984,6.144486151,0,26167.82,1172611,9646,4180,0.022315858,2.712815675,6.260244019,0,25659.86,1165058,9264,3971,0.022024534,2.769846719,6.461813145,0,-0.013054534,-0.007188904
Alcohol Swabs,Alcohol Antiseptic Pads,1,Chain Drug,1938.23,95264,823,284,0.020345881,2.355078979,6.824753521,0,1132.41,56563,452,185,0.020020331,2.505331858,6.121135135,0,2513.26,97069,815,554,0.025891479,3.083754601,4.536570397,0,2054.64,91714,706,427,0.022402687,2.910254958,4.811803279,0,1482.1,69281,524,309,0.02139259,2.828435115,4.796440129,0,-0.045088209,0.0126205
Alcohol Swabs,Alcohol Antiseptic Pads,1,Leader,35756.73,1215985,10817,4267,0.029405568,3.305605066,8.37982892,0,40944.35,1303234,11685,4368,0.031417497,3.504009414,9.373706502,0,130109.25,4471608.544,36581,17611,0.029096744,3.556743938,7.387953552,0,97455.67,3727125.2,29752,12958,0.026147678,3.275600632,7.520888254,0,98470.09,3832292,29572,13044,0.02569483,3.32984208,7.549071604,0,-0.01731888,-0.033161266
Alcohol Swabs,Alcohol Antiseptic Pads,1,Wal-Mart Stores,5023.23,500605,3630,2194,0.010034319,1.383809917,2.289530538,0,2733.23,272794,2006,1501,0.010019392,1.362527418,1.820939374,0,1273.97,116719,853,717,0.010914847,1.493516999,1.776806137,0,131.81,7360,49,38,0.017908967,2.69,3.468684211,0,73.52,3400,25,25,0.021623529,2.9408,2.9408,1,0.207413523,0.211601145
Alcohol Wipes,Alcohol Antiseptic Pads,1,Medicine Shop,2554.21,109621,973,351,0.023300371,2.625087359,7.276951567,0,1263.88,57741,503,162,0.021888779,2.512683897,7.801728395,0,2265.64,98821,862,343,0.022926706,2.628352668,6.605364432,0,1202.86,52790,464,239,0.022785755,2.59237069,5.032887029,0,125.84,2250,19,11,0.055928889,6.623157895,11.44,1,1.454555014,0.244710455
Alcohol Wipes,Alcohol Antiseptic Pads,1,CVS,1966.78,29066,156,128,0.067666002,12.6075641,15.36546875,0,3717.44,56856,356,272,0.065383425,10.44224719,13.66705882,0,1247.46,16951,152,111,0.073592119,8.206973684,11.23837838,0,504.68,8090,62,48,0.062383189,8.14,10.51416667,0,466.52,7310,62,41,0.063819425,7.524516129,11.37853659,0,0.02302281,-0.014525039
Alcohol Wipes,Alcohol Antiseptic Pads,1,Rite Aid Corp.,6718.25,135454,1135,552,0.049598019,5.919162996,12.17074275,0,7906.36,158763,1287,599,0.049799764,6.143247863,13.19926544,0,19047.86,367405,3062,1113,0.051844314,6.220725016,17.11398023,0,21240.66,263135,2230,848,0.080721531,9.524959641,25.04794811,0,15308.52,173210,1510,477,0.088381271,10.13809272,32.09333333,0,0.094890922,0.155377696
Alcohol Wipes,Alcohol Antiseptic Pads,1,Leader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.54,6923.6,76,52,0.068539488,6.243947368,9.125769231,0,1180.46,16428.6,197,88,0.071853962,5.992182741,13.41431818,0,762.88,10433.333,107,42,0.073119491,7.129719626,18.16380952,0,0.017612518,0.032871162
Aldactazide,Spironolact/Hydrochlorothiazid,1,Pharmaci/Pfizer,222849.82,62909,1064,337,3.687524407,209.4453196,661.2754303,0,239456.54,65014,1047,322,3.83502433,228.707297,743.6538509,0,241764.08,63603,975,291,3.934728685,247.963159,830.8043986,0,222415.66,53966,834,266,4.160675455,266.6854437,836.1490977,0,197232.25,45782,710,237,4.40165626,277.7919014,832.2035865,0,0.057918674,0.04525031
Aldactone,Spironolactone,1,Pharmaci/Pfizer,640482.5,209500,2851,789,3.113043143,224.6518765,811.7648923,0,611625.55,196969,2456,656,3.137045159,249.0332044,932.3560213,0,591299.16,173113,2084,605,3.384470316,283.7328023,977.3539835,0,624110.71,183893,2148,619,3.343851077,290.5543343,1008.256397,0,535855.22,150600,1702,536,3.498880195,314.8385546,999.7298881,0,0.046362447,0.029641369
Aldurazyme,Laronidase,1,Genzyme,3006096.58,16850,66,0,178.4033579,45546.91788,0,0,3253424.99,17670,75,0,184.1213916,43378.99987,0,0,4500166.87,23135,126,0,194.5176948,35715.61008,0,0,7750224.9,38560,197,11,200.9913097,39341.24315,704565.9,0,8107409.22,39000,185,11,207.8822877,43823.83362,737037.2018,0,0.034284955,0.038971455
Alecensa,Alectinib HCl,1,"Genentech, Inc.",64635716.51,1048698,4690,806,61.63425172,13781.60267,80193.19666,0,84214133.36,1337064,5957,930,62.98436975,14137.00409,90552.83157,0,105142346.5,1609672,7255,1011,65.31911252,14492.39786,103998.3645,0,125219804.2,1833208,8289,1112,68.30638107,15106.74439,112607.7376,0,153932232.2,2123372,9682,1284,72.49423664,15898.80523,119884.9161,0,0.061309873,0.04140663
Alendronate Sodium,Alendronate Sodium,1,Virtus Pharmace,2249767.24,2153633.886,307540,124264,1.04493726,7.315364636,18.10473862,0,897018.85,1155660.07,143260,50869,0.778947215,6.261474592,17.63389982,0,648634.86,1014716.868,111742,37200,0.640139364,5.804754345,17.43642097,0,611954.98,1014546.084,107491,37940,0.603242133,5.693081095,16.12954613,0,228674.49,270972,32567,16650,0.848056703,7.021662726,13.7342036,0,0.405831351,-0.050852586
Alendronate Sodium,Alendronate Sodium,1,Exelan Pharmace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923.11,3357,536,293,0.872784164,5.453563433,9.976484642,0,0,0
Alendronate Sodium,Alendronate Sodium,1,Northstar Rx Ll,8005492.45,8283731.092,1059753,280442,1.03379113,7.554111619,28.54598259,0,9291982.82,8894042.456,1073592,278319,1.132998538,8.65504104,33.3860887,0,10462008.78,9960201.619,1125997,302604,1.142256551,9.291329178,34.57326665,0,12342249.27,11240859.94,1217297,361768,1.18367587,10.1390616,34.11647595,0,11359772.22,9584144.49,1018277,291422,1.303858235,11.15587627,38.98048953,0,0.101533171,0.059740161
Alendronate Sodium,Alendronate Sodium,1,Rising Pharm,76002.55,262673.5,4750,2350,0.290573609,16.00053684,32.34151064,0,3572677.85,4523867.817,383431,167373,0.928975597,9.317655197,21.34560443,0,6041394.75,8101335.394,636967,213249,0.912074229,9.48462754,28.33023719,0,18659692.15,18567079.69,1679798,605838,1.125519652,11.10829525,30.79980482,0,25695235.16,27729670.94,2497059,796807,1.006754685,10.29019946,32.24775279,0,-0.105520118,0.364321971
Alendronate Sodium,Alendronate Sodium,1,Impax/Amneal,10635120.05,11122165.86,1087016,379037,1.094376957,9.783775078,28.05826357,0,4785003.87,5913434.655,419902,247084,1.002927705,11.39552531,19.36589933,0,407072.01,566604.144,39259,13721,0.994234563,10.36888382,29.6678092,0,44730.55,61799,6517,2769,0.946836747,6.863671935,16.15404478,0,13563.84,15703,1947,708,1.081962384,6.966533128,19.1579661,0,0.142712709,-0.002848136
Alendronate Sodium,Alendronate Sodium,1,Aurobindo Pharm,5239668.89,3974939.011,602985,224126,1.318573925,8.689550967,23.37822872,0,25355487.03,22540838.3,2557994,782529,1.124152265,9.912254302,32.40197747,0,29056788.37,26096898.44,2777466,806719,1.112669923,10.46161803,36.01847529,0,21277049.57,20810646.06,2113367,715351,1.021948106,10.06784414,29.74350993,0,21143108.93,20514769.56,2020599,639172,1.030246072,10.46378274,33.07890354,0,0.008119753,-0.059824086
Alendronate Sodium,Alendronate Sodium,1,Marlex Pharm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536.53,2755,446,236,0.914138595,5.687286996,10.74800848,0,25181.97,20580.68,3256,1419,1.22467558,7.73402027,17.74627907,0,73145.78,55864,8480,3216,1.309586339,8.625681604,22.74433458,0,0.069333267,0.19690876
Alendronate Sodium,Alendronate Sodium,1,Tagi Pharma,2515632.83,4054726,12668,2351,0.620419932,198.5816885,1070.026725,0,2874551.77,4416252.3,13712,2446,0.650902977,209.6376728,1175.205139,0,2723004.08,4118410.08,12901,2339,0.661178471,211.0692256,1164.174468,0,1046867.31,1625179,5144,1504,0.644155081,203.5123075,696.0553923,0,32757.1,56850,198,87,0.576202287,165.439899,376.5183908,0,-0.105491358,-0.018314652
Alendronate Sodium,Alendronate Sodium,1,West-Ward/Hikma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373014.69,2660830,7472,1881,0.891832507,317.5876191,1261.570808,0,4010627.21,4605294.38,12914,2498,0.870873147,310.5642876,1605.535312,0,-0.023501453,-0.023501453
Alendronate Sodium,Alendronate Sodium,1,"Cipla USA, Inc.",22091895.05,20800842.4,2618358,698476,1.062888354,8.437308821,31.62871029,0,25678421.43,22664244.6,2765568,743274,1.133750684,9.285044313,34.54771919,0,27057305.87,22983565.8,2672129,711597,1.17811954,10.12574837,38.02335573,0,23205431.02,20761326.41,2364733,694423,1.118674229,9.81312944,33.41685258,0,25427174.74,18974374.28,2206638,650899,1.340931547,11.52303855,39.06470088,0,0.198679215,0.059814214
Alfuzosin HCl ER,Alfuzosin HCl,1,"Cipla USA, Inc.",2504997.76,6395688,108231,31483,0.391669788,23.14491929,79.56667916,0,4015474.96,9477852.5,140523,52786,0.423669282,28.57521516,76.07083242,0,3464599.95,8353487,113657,44750,0.414748949,30.48294386,77.42122793,0,2628727.33,6360292,83662,30391,0.413302932,31.42080431,86.49690139,0,547754.17,1350219,19868,12887,0.40567802,27.56966831,42.50439746,0,-0.018448725,0.008823874
Alfuzosin HCl ER,Alfuzosin HCl,1,Torrent Pharmac,2850862.27,7226137,105937,30609,0.394520927,26.9109213,93.13804012,0,2366473.82,5768589,81551,32597,0.41023443,29.01832988,72.59790226,0,75989.45,187967,3538,1731,0.404270164,21.47808084,43.89916233,0,51946.54,113767,2336,786,0.456604639,22.2373887,66.08974555,0,24377.38,56097,1089,458,0.434557641,22.3851056,53.22572052,0,-0.048284656,0.02445842
Alfuzosin HCl ER,Alfuzosin HCl,1,Rising Pharm,6797920.81,14933948,207426,62297,0.455199175,32.77275178,109.1211585,0,7202101.06,16677333,233821,87733,0.431849688,30.8017717,82.09112945,0,13541025,30428511,411930,134401,0.445011095,32.87215061,100.7509245,0,16121212.48,37641762,511998,163508,0.428279964,31.48686612,98.59586369,0,16072413.08,40316552,544481,166435,0.398655448,29.51877674,96.56870899,0,-0.069170914,-0.032615646
Alfuzosin HCl ER,Alfuzosin HCl,1,Sun Pharma Glob,2022176.93,4789122,92510,26950,0.42224377,21.85900908,75.03439443,0,2977412.17,7019927,123975,46635,0.424137198,24.01623045,63.84501276,0,4996482.64,9937456,172345,57477,0.502792932,28.99116679,86.93012231,0,2679226.56,5440049,95027,41175,0.492500446,28.19437171,65.06925465,0,1298786.93,2802489,55003,16856,0.46344051,23.61301984,77.05190615,0,-0.059004894,0.023546754
Alfuzosin HCl ER,Alfuzosin HCl,1,Exelan Pharmace,10652.51,21455,530,139,0.496504777,20.09907547,76.63676259,0,9618.08,28457,671,191,0.337986436,14.33394933,50.35643979,0,12404.61,66324,1206,631,0.187030487,10.28574627,19.65865293,0,12308.31,58346,1226,490,0.210953793,10.03940457,25.119,0,10885.1,42410,853,299,0.256663523,12.76096131,36.40501672,0,0.216681242,-0.152069651
Alfuzosin HCl ER,Alfuzosin HCl,1,Unichem Pharmac,2524187.07,6367662,112956,37608,0.396407201,22.34664002,67.11835434,0,3131877.21,7770886,130441,46819,0.403027044,24.00991414,66.89329567,0,1403083.74,3328101,56930,32942,0.421586887,24.64577095,42.59254872,0,3686744.6,8183597,125907,50295,0.450504173,29.28149031,73.30240779,0,8125950.99,18833428.5,263526,85744,0.431464244,30.83548109,94.76990798,0,-0.042263602,0.021411678
Alfuzosin HCl ER,Alfuzosin HCl,1,Aurobindo Pharm,2505.6,6510,141,46,0.384884793,17.77021277,54.46956522,0,883.62,2490,61,26,0.35486747,14.48557377,33.98538462,0,1050.05,3626,66,29,0.289589079,15.90984849,36.20862069,0,4147.1,9195,178,56,0.451016857,23.29831461,74.05535714,0,5115.6,13553,278,77,0.377451487,18.40143885,66.43636364,0,-0.163110024,-0.004863634
Alimta,Pemetrexed Disodium,1,Eli Lilly & Co.,7522797.52,4784,1462,279,2371.454115,5145.552339,26963.43197,0,9039778.05,6012,1600,314,2377.894034,5649.861281,28789.10207,0,9697562.74,6682,1627,310,2374.835515,5960.395046,31282.46045,0,9849598.41,15197,1555,304,2140.681625,6334.146888,32399.99477,1,7434149.1,18110,1096,227,2467.817052,6782.982756,32749.55551,1,0.152818347,0.010007407
Aliskiren,Aliskiren Hemifumarate,1,Prasco Labs,0,0,0,0,0,0,0,0,6919927.27,1096387,18375,5741,6.324278895,376.5946814,1205.352251,0,9342167.67,1491044,25584,6042,6.282686026,365.1566475,1546.204513,0,7828288.96,1262219.5,20865,4929,6.209454461,375.187585,1588.210379,0,6566881.49,1077825.5,17221,4164,6.09704056,381.3298583,1577.060877,0,-0.018103668,-0.012123419
Aliskiren,Aliskiren Hemifumarate,1,Par Pharm.,0,0,0,0,0,0,0,0,3854313.81,584514,9083,3360,6.621757718,424.3436981,1147.117205,0,6083510.62,1008794,15447,4100,6.04249648,393.8312048,1483.783078,0,5887385.23,992471.5,14445,3816,5.948717732,407.5725324,1542.815836,0,6084731.84,1035364,14543,3763,5.893362949,418.3959183,1616.989593,0,-0.00930533,-0.038099906
Allopurinol,Allopurinol,1,Major Pharmaceu,52066.09,137803,4668,970,0.376416006,11.15383248,53.67638144,0,55577.34,158656,5004,1055,0.350248242,11.10658273,52.67994313,0,49193.42,157841,4479,1253,0.312089147,10.9831257,39.26051077,0,20768.47,58138,2196,646,0.35644326,9.457408925,32.14933437,0,19143.17,54770.5,2054,585,0.351259247,9.319946446,32.72336752,0,-0.014543727,-0.017143938
Allopurinol,Allopurinol,1,Ranbaxy/Sun Pha,52438.56,224034,4811,1208,0.238235242,10.89972147,43.40940397,0,35605.65,171684,3556,897,0.208536139,10.01283746,39.69414716,0,21589.82,126369,2501,653,0.173189307,8.63247501,33.06251149,0,17782.18,95004,1801,505,0.188411553,9.873503609,35.21223762,0,16914.98,87419,1616,439,0.194376069,10.46719059,38.53070615,0,0.031656847,-0.04959394
Allopurinol,Allopurinol,1,Mckesson Packag,5013.22,15626,443,166,0.322765941,11.3165237,30.20012048,0,5251.21,16410,453,167,0.313547458,11.59207506,31.44437126,0,3259.36,10379,311,89,0.310666492,10.48025724,36.62202247,0,578.28,2323,56,34,0.249606411,10.32642857,17.00823529,0,849.43,2513,112,50,0.345827152,7.584196429,16.9886,0,0.385489863,0.017402608
Allopurinol,Allopurinol,1,Accord Healthca,38635150.95,172480134.5,2237861,677038,0.229332297,17.26432113,57.06496674,0,42940420.47,211721052.5,2728081,819410,0.206246939,15.74015598,52.4040718,0,36189174.28,201003914.9,2480662,800597,0.183027524,14.58851479,45.20273531,0,37975598.22,224810518.7,2673087,792864,0.170338214,14.20664506,47.89673667,0,40578609.3,232271068.2,2750370,824573,0.1755241,14.75387286,49.21166386,0,0.030444645,-0.064663498
Allopurinol,Allopurinol,1,Mylan,28166058.09,111015192,1630968,447707,0.257730273,17.26953447,62.91181083,0,4273689.64,19512890.5,290194,174105,0.219323313,14.72700897,24.5466221,0,1753258.48,8459093.5,127453,70819,0.208413276,13.75611779,24.75689405,0,1301701.83,5836763,92860,47675,0.22358055,14.01789608,27.30365663,0,5565815.63,22156123.5,405604,98307,0.252507017,13.7222898,56.61667664,0,0.129378278,-0.005105559
Allopurinol,Allopurinol,1,Sun Pharmaceuti,13617035.19,46255619.87,643560,217462,0.300267145,21.15892099,62.6179985,0,14954068.09,52731133.27,719294,220979,0.287059338,20.78992469,67.67189683,0,5047884.88,22104644.75,334604,160084,0.22907113,15.08614625,31.53272582,0,2176202.26,9754695.001,165876,53300,0.225120606,13.11945224,40.82931069,0,1797288.23,7589438.5,128288,42995,0.238020502,14.00979226,41.80226143,0,0.057302158,-0.056424539
Allopurinol,Allopurinol,1,Dr.Reddy'S Lab,9828378.95,48550057.5,603993,179988,0.207152894,16.27233917,54.60574566,0,9665635.19,51575160,620187,176690,0.191376612,15.58503353,54.70391754,0,9803557.2,55733545.5,677901,217301,0.177625764,14.46163555,45.11510393,0,25632619.31,116392282.5,1399141,443387,0.222482381,18.32025458,57.81094013,0,26665746.35,123434099.1,1411273,438571,0.222225042,18.89481791,60.80143546,0,-0.001156672,0.017713412
Allopurinol,Allopurinol,1,Unichem Pharmac,0,0,0,0,0,0,0,0,2154221.83,9228882,130363,90149,0.24192673,16.52479484,23.89623656,0,10899179.47,56807245.3,794468,275355,0.195184863,13.71884012,39.58228276,0,13244889.36,66667160.64,959641,270991,0.200880954,13.80192109,48.87575366,0,12807612.8,72093380.6,872638,323629,0.17888072,14.67689099,39.57498494,0,-0.109518766,-0.095740196
Allopurinol,Allopurinol,1,Northstar Rx Ll,22208126.27,114937305,1659823,423997,0.196821462,13.37981596,52.3780269,0,24086941.21,114390066.8,1577886,423085,0.214567339,15.26532412,56.93168326,0,23511610.09,120612098,1602925,439688,0.198304543,14.66794148,53.47339498,0,22661646.47,116550881.1,1508524,423855,0.197059469,15.02239704,53.46556362,0,20302364.84,103687432.5,1308121,380395,0.198419394,15.52024992,53.37179732,0,0.006901089,0.002023522
Allopurinol,Allopurinol,1,Qualitest/Par P,10998455.85,44279785.52,448894,139177,0.256994395,24.50123158,79.02495276,0,9746866.59,46175768,465306,169435,0.21656557,20.9472188,57.5256977,0,5797249,37645569.73,418898,184522,0.155187145,13.83928546,31.41765752,0,15176268.1,91644428.5,1002599,329952,0.167150197,15.13692723,45.99538145,0,14144422.5,91271920.16,1015657,328093,0.156234138,13.92637721,43.11101578,0,-0.065306888,-0.116995187
Allopurinol,Allopurinol,1,AHP,7234.08,20257,807,209,0.356662864,8.964163569,34.61282297,0,5993.37,16435,630,192,0.372378104,9.513285714,31.21546875,0,3299.34,10149,356,114,0.326483076,9.267808989,28.94157895,0,1261.43,3453,129,41,0.36755067,9.778527132,30.76658537,0,334.17,672,41,19,0.497049004,8.150487805,17.58789474,1,0.352327841,0.086514006
Allopurinol,Allopurinol,1,Mylan Instituti,44039.41,123628.5,3884,1129,0.355713944,11.33867405,39.00744907,0,34395.77,109932,2913,871,0.311727189,11.80767937,39.48997704,0,21776.87,76976,2098,687,0.286851071,10.37982364,31.69850073,0,19276.79,64063.5,1825,506,0.300770706,10.56262466,38.09642293,0,17208.51,52362,1627,397,0.328210473,10.57683467,43.3463728,0,0.091231512,-0.019916932
Allopurinol,Allopurinol,1,Actavis/Teva,15423117.27,54765582.35,1105854,264337,0.283656695,13.9467934,58.34641866,0,13857489.24,57260906.51,1054695,326852,0.241550698,13.13885933,42.39683172,0,17234538.48,77217316.07,1225404,404414,0.223948145,14.06437263,42.61607778,0,4316404.04,17412304.86,314059,124189,0.249303463,13.74392722,34.75673401,0,2618494.4,9578256.75,173838,49098,0.274472522,15.06284242,53.33199723,0,0.100957519,-0.008194623
Allopurinol,Allopurinol,1,Zydus Pharmaceu,7572187.26,19604868.5,262340,149787,0.385131093,28.86402097,50.55303371,0,25458147.84,109013675.3,1384882,449656,0.239428472,18.38290038,56.61694237,0,28666700.73,130242885.1,1483134,490363,0.22949496,19.32846306,58.46016264,0,11836019.44,67801061.09,769478,329540,0.178648543,15.38188154,35.91679141,0,7162057.84,53081775.11,574970,189688,0.136256245,12.45640266,37.7570423,0,-0.237294394,-0.228764595
Allopurinol,Allopurinol,1,Arise Pharmaceu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10818.57,48005,866,599,0.225808212,12.49257506,18.06105175,0,310062.1,1232092.96,23862,10479,0.251386379,12.99396949,29.58890161,0,281155.52,1057168,20906,8601,0.26572169,13.4485564,32.68870131,0,0.057025012,0.084784916
Allopurinol,Allopurinol,1,Avet Pharmaceut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507467.69,4640605.93,73134,41414,0.109406299,6.938875079,12.25352997,0,4282301.21,23413821.39,402118,130077,0.182484766,10.64936464,32.92127901,0,0.667954834,0.667954834
Allopurinol,Allopurinol,1,Rising Pharm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5732.05,870,14,14,6.588563218,409.4321429,409.4321429,1,0,0
Allzital,Butalbital/Acetaminophen,1,Larken Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8213.75,1934,38,30,4.247026887,216.1513158,273.7916667,0,7868.68,2018,51,28,3.899246779,154.2878431,281.0242857,0,-0.081887899,-0.081887899
Almotriptan Malate,Almotriptan Malate,1,Mylan,639435.42,26487,2001,633,24.15968499,319.557931,1010.16654,0,836062.22,35121,2632,725,23.81401943,317.6528192,1153.189269,0,788640.93,35745,2574,680,22.06423674,306.3873077,1159.766074,0,794790.29,35851,2456,670,22.1610082,323.6116816,1186.254164,0,932632.64,39216,2632,736,23.79310209,354.3437082,1267.163913,0,0.073647096,-0.00381511
Almotriptan Malate,Almotriptan Malate,1,Ajanta Pharma L,1218933.71,50092,3817,1109,24.36163658,319.3433875,1099.128684,0,1126135.63,46283,3589,907,24.34360146,313.7742073,1241.604884,0,984871.85,43383,3199,840,22.7130837,307.8686621,1172.466488,0,890694.61,39569,2951,778,22.52641847,301.8280617,1144.851684,0,867229.01,35717,2533,750,24.291015,342.3722898,1156.305347,0,0.078334535,-0.00072551
Alocril,Nedocromil Sodium,1,Allergan Inc.,439814.02,9865,1545,663,44.58327623,284.6692686,663.3695626,0,379698.22,8470,1347,578,44.8285974,281.8843504,656.9173356,0,312953.46,6985,1078,444,44.80364495,290.3093321,704.8501351,0,262378.82,5495,858,381,47.74864786,305.8028205,688.6583202,0,43233.09,925,150,109,46.73847568,288.2206,396.6338532,0,-0.021156038,0.011872146
