Brnd_Name,Gnrc_Name
Cuprimine,Penicillamine
Curity,Gauze Bandage
Curity Alcohol Preps,Alcohol Antiseptic Pads
Cutaquig,Immun Glob G(IgG)-Hipp/Maltose
Cuvitru,Immun Glob G(IgG)/Gly/IgA Ov50
Cuvposa,Glycopyrrolate
Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12)
Cyclafem,Norethindrone-Ethin. Estradiol
Cyclobenzaprine HCl,Cyclobenzaprine HCl
Cyclobenzaprine HCl ER,Cyclobenzaprine HCl
Cyclogyl,Cyclopentolate HCl
Cyclopentolate HCl,Cyclopentolate HCl
Cyclophosphamide*,Cyclophosphamide
Cycloserine,Cycloserine
Cycloset,Bromocriptine Mesylate
Cyclosporine Modified,"Cyclosporine, Modified"
Cyclosporine*,Cyclosporine
Cymbalta,Duloxetine HCl
CyproHEPtadine HCl,CyproHEPtadine HCl
Cyramza,Ramucirumab
Cyred Eq,Desogestrel-Ethinyl Estradiol
Cystadane,Betaine
Cystadrops,Cysteamine HCl
Cystagon,Cysteamine Bitartrate
Cystaran,Cysteamine HCl
Cytarabine,Cytarabine
Cytogam,Cytomegalovirus Immune Globuln
Cytomel,Liothyronine Sodium
Cytotec,Misoprostol
Dabigatran Etexilate,Dabigatran Etexilate Mesylate
Dacarbazine,Dacarbazine
Dalfampridine ER,Dalfampridine
Daliresp,Roflumilast
Dalvance,Dalbavancin HCl
Danazol,Danazol
Dantrium,Dantrolene Sodium
Dantrolene Sodium,Dantrolene Sodium
Dapsone*,Dapsone
Daptacel DTaP,"Diph,Pertuss(Acell),Tet Ped/PF"
Daptomycin,Daptomycin
Daraprim,Pyrimethamine
Darifenacin ER,Darifenacin Hydrobromide
Dartisla,Glycopyrrolate
Darzalex,Daratumumab
Darzalex Faspro,Daratumumab-Hyaluronidase-Fihj
Dasetta,Norethindrone-Ethin. Estradiol
Daurismo,Glasdegib Maleate
Daypro,Oxaprozin
Daysee,L-Norgest/E.Estradiol-E.Estrad
Daytrana,Methylphenidate
Dayvigo,Lemborexant
Ddavp*,Desmopressin Acetate
Deblitane,Norethindrone
Decitabine,Decitabine
Deferasirox,Deferasirox
Deferiprone,Deferiprone
Deferiprone (3 Times A Day),Deferiprone
Deferoxamine Mesylate,Deferoxamine Mesylate
Delestrogen,Estradiol Valerate
Delstrigo,Doravirine/Lamivu/Tenofov Diso
Delzicol,Mesalamine
Demeclocycline HCl,Demeclocycline HCl
Demerol,Meperidine HCl/PF
Demser,Metyrosine
Denavir,Penciclovir
Denta 5000 Plus,Fluoride (Sodium)
Dentagel,Fluoride (Sodium)
Depakote,Divalproex Sodium
Depakote ER,Divalproex Sodium
Depakote Sprinkle,Divalproex Sodium
Depen,Penicillamine
Depo-Estradiol,Estradiol Cypionate
Depo-Medrol,Methylprednisolone Acetate
Depo-Provera,Medroxyprogesterone Acetate
Depo-Subq Provera 104,Medroxyprogesterone Acetate
Depo-Testosterone,Testosterone Cypionate
Derma-Smoothe-FS,Fluocinolone Acetonide
Dermacea,Gauze Bandage
Dermacinrx Prenatryl,Prenatal Vit No.170/Iron/Folic
Dermotic,Fluocinolone Acetonide Oil
Descovy,Emtricitabine/Tenofov Alafenam
Desferal Mesylate,Deferoxamine Mesylate
Desipramine HCl,Desipramine HCl
Desloratadine,Desloratadine
Desmopressin Acetate,Desmopressin (Nonrefrigerated)
Desmopressin Acetate*,Desmopressin Acetate
Desogestr-Eth Estrad Eth Estra,Desog-E.Estradiol/E.Estradiol
Desogestrel-Ethinyl Estradiol,Desogestrel-Ethinyl Estradiol
Desonide,Desonide
Desoximetasone,Desoximetasone
Desoxyn,Methamphetamine HCl
Desvenlafaxine ER,Desvenlafaxine
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate
Detrol,Tolterodine Tartrate
Detrol La,Tolterodine Tartrate
Dexamethasone,Dexamethasone
Dexamethasone Intensol,Dexamethasone
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate
Dexedrine,Dextroamphetamine Sulfate
Dexilant,Dexlansoprazole
Dexlansoprazole Dr,Dexlansoprazole
Dexmethylphenidate HCl,Dexmethylphenidate HCl
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine
Dextrose 10%-0.45% NaCl,Dextrose 10 % And 0.45 % NaCl
Dextrose 5%-0.2% NaCl,Dextrose 5 %-0.2 % Sod Chlorid
Dextrose 5%-0.45% NaCl,Dextrose 5 %-0.45 % Sod Chlord
Dextrose 5%-0.45% NaCl-KCl,Potassium Chloride/D5-0.45NaCl
Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl
Dextrose 5%-1/2ns-KCl,Potassium Chloride/D5-0.45NaCl
Dextrose 5%-Ns-KCl,Potassium Chloride/D5-0.9%NaCl
Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers
Dextrose In Water,Dextrose 10 % In Water
Dhivy,Carbidopa/Levodopa
Diacomit,Stiripentol
Dialyvite,Folic Acid/Vit B Complex And C
Dialyvite 3000,Folic Acid/B Cplx/C/Selen/Zinc
Dialyvite Supreme D,Multivit-Mins 25/Folic Acid/D3
Diastat,Diazepam
Diastat Acudial,Diazepam
Diazepam*,Diazepam
Diazoxide,Diazoxide
Diclegis,Doxylamine Succinate/Vit B6
Diclofenac Epolamine,Diclofenac Epolamine
Diclofenac Potassium,Diclofenac Potassium
Diclofenac Sodium ER,Diclofenac Sodium
Diclofenac Sodium*,Diclofenac Sodium
Diclofenac Sodium-Misoprostol,Diclofenac Sodium/Misoprostol
Dicloxacillin Sodium,Dicloxacillin Sodium
Dicyclomine HCl*,Dicyclomine HCl
Differin,Adapalene
Dificid,Fidaxomicin
Diflorasone Diacetate,Diflorasone Diacetate
Diflucan,Fluconazole
Diflunisal,Diflunisal
Difluprednate,Difluprednate
Digitek,Digoxin
Digox,Digoxin
Digoxin*,Digoxin
Dihydroergotamine Mesylate*,Dihydroergotamine Mesylate
Dilantin,Phenytoin
Dilantin-125,Phenytoin
Dilaudid,Hydromorphone HCl
Dilt-XR,Diltiazem HCl
Diltiazem 12hr ER,Diltiazem HCl
Diltiazem 24hr ER,Diltiazem HCl
Diltiazem 24hr ER (Cd),Diltiazem HCl
Diltiazem 24hr ER (La),Diltiazem HCl
Diltiazem 24hr ER (XR),Diltiazem HCl
Diltiazem HCl*,Diltiazem HCl
Dimethyl Fumarate,Dimethyl Fumarate
Diovan,Valsartan
Diovan HCT,Valsartan/Hydrochlorothiazide
Dipentum,Olsalazine Sodium
Diphenhydramine HCl*,Diphenhydramine HCl
Diphenoxylate-Atropine,Diphenoxylate HCl/Atropine
Diphtheria-Tetanus Toxoids-Ped,"Tetanus,Diphtheria Toxd Ped/PF"
Diprolene,Betamethasone/Propylene Glyc
Dipyridamole,Dipyridamole
Disopyramide Phosphate,Disopyramide Phosphate
Disulfiram,Disulfiram
Ditropan XL,Oxybutynin Chloride
Diuril,Chlorothiazide
Divalproex Sodium,Divalproex Sodium
Divalproex Sodium ER,Divalproex Sodium
Divigel,Estradiol
Dobutamine HCl,Dobutamine HCl
Dobutamine HCl-D5W,Dobutamine HCl In Dextrose 5 %
Docetaxel,Docetaxel
Dodex,Cyanocobalamin (Vitamin B-12)
Dofetilide,Dofetilide
Dojolvi,TriHEPtanoin
Dolishale,Levonorgestrel/Ethin.Estradiol
Donepezil HCl,Donepezil HCl
Donepezil HCl ODT,Donepezil HCl
Doptelet,Avatrombopag Maleate
Doryx,Doxycycline Hyclate
Doryx Mpc,Doxycycline Hyclate
Dorzolamide HCl,Dorzolamide HCl
Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat
Dotti,Estradiol
Dovato,Dolutegravir Sodium/Lamivudine
Dovonex,Calcipotriene
Doxazosin Mesylate,Doxazosin Mesylate
Doxepin HCl*,Doxepin HCl
Doxercalciferol*,Doxercalciferol
Doxorubicin HCl,Doxorubicin HCl
Doxorubicin HCl Liposome,Doxorubicin HCl PEG-Liposomal
Doxy 100,Doxycycline Hyclate
Doxycycline Hyclate*,Doxycycline Hyclate
Doxycycline Ir-Dr,Doxycycline Monohydrate
Doxycycline Monohydrate,Doxycycline Monohydrate
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6
Drizalma Sprinkle,Duloxetine HCl
Dronabinol,Dronabinol
Droplet Insulin Syringe,"Syrge-Ndl,Ins 0.5 Ml Half Mark"
Droplet Micron Pen Needle,"Pen Needle, Diabetic"
Droplet Pen Needle,"Pen Needle, Diabetic"
Dropsafe Pen Needle,"Pen Needle, Diabetic, Safety"
Dropsafe Prep Pads,Alcohol Antiseptic Pads
Drospirenone-Eth Estra-Levomef,Drospir/Eth Estra/Levomefol Ca
Drospirenone-Ethinyl Estradiol,Ethinyl Estradiol/Drospirenone
Droxia,Hydroxyurea
Droxidopa,Droxidopa
Duaklir Pressair,Aclidinium Brom/Formoterol Fum
Duavee,"Estrogens,Conj/Bazedoxifene"
Duexis,Ibuprofen/FAmotidine
Dulera,Mometasone/Formoterol
Duloxetine HCl,Duloxetine HCl
Duobrii,Halobetasol Propion/Tazarotene
Duopa,Carbidopa/Levodopa
Dupixent Pen,Dupilumab
Dupixent Syringe,Dupilumab
Durezol,Difluprednate
Durysta,Bimatoprost
Dutasteride,Dutasteride
Dutasteride-Tamsulosin,Dutasteride/Tamsulosin HCl
Dutoprol,Metoprolol Su/Hydrochlorothiaz
Dyanavel XR,Amphetamine
Dymista,Azelastine/Fluticasone
Dyrenium,Triamterene
Dysport,Abobotulinumtoxina
E.E.S. 200,Erythromycin Ethylsuccinate
E.E.S. 400,Erythromycin Ethylsuccinate
Easy Comfort Alcohol Pad,Alcohol Antiseptic Pads
Easy Comfort Insulin Syringe,"Syringe And Needle,Insulin,1ml"
Easy Comfort Pen Needle,"Pen Needle, Diabetic"
Easy Comfort Pen Needles,"Pen Needle, Diabetic"
Easy Glide Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Easy Glide Pen Needle,"Pen Needle, Diabetic"
Easy Touch,"Syring-Needl,Disp,Insul,0.3 Ml"
Easy Touch Alcohol Prep Pads,Alcohol Antiseptic Pads
Easy Touch Fliplock Insulin,"Syringe,Needle,Insuln,Safe,1ml"
Easy Touch Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml"
Easy Touch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Easy Touch Pen Needle,"Pen Needle, Diabetic"
Easy Touch Safety Pen Needle,"Pen Needle, Diabetic, Safety"
Easy Touch Sheathlock Insulin,"Syringe,Needle,Insuln,Safe,1ml"
Easy-Touch Insulin Syringe,"Syringe And Needle,Insulin,1ml"
Ec-Naproxen,Naproxen
Eclipse Syringe,"Syringe And Needle,Insulin,1ml"
Econazole Nitrate,Econazole Nitrate
Edarbi,Azilsartan Medoxomil
Edarbyclor,Azilsartan Med/Chlorthalidone
Edecrin,Ethacrynic Acid
Edex,Alprostadil
Edluar,Zolpidem Tartrate
Edurant,Rilpivirine HCl
Efavirenz,Efavirenz
Efavirenz-Emtric-Tenofov Disop,Efavirenz/Emtricit/Tenofovr Df
Efavirenz-Lamivu-Tenofov Disop,Efavirenz/Lamivu/Tenofov Disop
Effer-K,Potassium Bicarbonate/Cit Ac
Effexor XR,Venlafaxine HCl
Effient,Prasugrel HCl
Efudex,Fluorouracil
Egrifta Sv,Tesamorelin Acetate
Elaprase,Idursulfase
Elelyso,Taliglucerase Alfa
Elestrin,Estradiol
Eletriptan HBr,Eletriptan Hydrobromide
Elfolate,Levomefolate Calcium
Elidel,Pimecrolimus
Eligard,Leuprolide Acetate
Elinest,Norgestrel-Ethinyl Estradiol
Eliquis,Apixaban
Elite-Ob,Multivit-Min69/Iron/Folic Acid
Elite-Thin,"Syringe And Needle,Insulin,1ml"
Elitek,Rasburicase
Elixophyllin,Theophylline Anhydrous
Ella,Ulipristal Acetate
Elmiron,Pentosan Polysulfate Sodium
Eluryng,Etonogestrel/Ethinyl Estradiol
Elyxyb,Celecoxib
Emcyt,Estramustine Phosphate Sodium
Emend,Aprepitant
Emflaza,Deflazacort
Emgality Pen,Galcanezumab-Gnlm
Emgality Syringe,Galcanezumab-Gnlm
Emoquette,Desogestrel-Ethinyl Estradiol
Empaveli,PEGcetacoplan
Empliciti,Elotuzumab
Emsam,Selegiline
Emtricitabine,Emtricitabine
Emtricitabine-Tenofovir Disop,Emtricitabine/Tenofovir (Tdf)
Emtriva,Emtricitabine
Emverm,Mebendazole
Enalapril Maleate,Enalapril Maleate
Enalapril-Hydrochlorothiazide,Enalapril/Hydrochlorothiazide
Enbrace Hr,Multivit41/Iron/Folate8/Ps-DHA
Enbrel,Etanercept
Enbrel Mini,Etanercept
Enbrel Sureclick,Etanercept
Endari,Glutamine
Endocet,Oxycodone HCl/Acetaminophen
Endometrin,"Progesterone, Micronized"
Engerix-B Adult,Hepatitis B Virus Vaccine/PF
Engerix-B Pediatric-Adolescent,Hepatitis B Virus Vaccine/PF
Enhertu,Fam-Trastuzumab Deruxtecn-Nxki
Enjaymo,Sutimlimab-Jome
Enoxaparin Sodium,Enoxaparin Sodium
Enpresse,Levonorgestrel/Ethin.Estradiol
Enskyce,Desogestrel-Ethinyl Estradiol
Enspryng,Satralizumab-Mwge
Enstilar,Calcipotriene/Betamethasone
Entacapone,Entacapone
Entecavir,Entecavir
Entresto,Sacubitril/Valsartan
Entyvio,Vedolizumab
Enulose,Lactulose
Envarsus XR,Tacrolimus
Epaned,Enalapril Maleate
Epclusa,Sofosbuvir/Velpatasvir
Epidiolex,Cannabidiol (Cbd)
Epiduo Forte,Adapalene/Benzoyl Peroxide
Epifoam,Hydrocortisone/Pramoxine
Epinastine HCl,Epinastine HCl
Epinephrine,Epinephrine
Epipen 2-Pak,Epinephrine
Epipen Jr 2-Pak,Epinephrine
Epitol,Carbamazepine
Epivir,Lamivudine
Epivir Hbv,Lamivudine
Eplerenone,Eplerenone
Epogen,Epoetin Alfa
Epoprostenol Sodium,Epoprostenol Sodium
Eprontia,Topiramate
Epsolay,Benzoyl Peroxide
Epzicom,Abacavir Sulfate/Lamivudine
Equetro,Carbamazepine
Eraxis (Water Diluent),Anidulafungin
Erbitux,Cetuximab
Ergoloid Mesylates,Ergoloid Mesylates
Ergomar,Ergotamine Tartrate
Ergotamine-Caffeine,Ergotamine Tartrate/Caffeine
Erivedge,Vismodegib
Erleada,Apalutamide
Erlotinib HCl,Erlotinib HCl
Errin,Norethindrone
Ertaczo,Sertaconazole Nitrate
Ertapenem,Ertapenem Sodium
Ery,Erythromycin Base In Ethanol
Ery-Tab,Erythromycin Base
Eryped 200,Erythromycin Ethylsuccinate
Eryped 400,Erythromycin Ethylsuccinate
Erythrocin Lactobionate,Erythromycin Lactobionate
Erythrocin Stearate,Erythromycin Stearate
Erythromycin,Erythromycin Base In Ethanol
Erythromycin Ethylsuccinate,Erythromycin Ethylsuccinate
Erythromycin*,Erythromycin Base
Erythromycin-Benzoyl Peroxide,Erythromycin/Benzoyl Peroxide
Esbriet,Pirfenidone
Escitalopram Oxalate,Escitalopram Oxalate
Esgic,Butalb/Acetaminophen/Caffeine
Esomeprazole Magnesium,Esomeprazole Magnesium
Esomeprazole Sodium,Esomeprazole Sodium
Estarylla,Norgestimate-Ethinyl Estradiol
Estazolam,Estazolam
Estrace*,Estradiol
Estradiol (Once Weekly),Estradiol
Estradiol (Twice Weekly),Estradiol
Estradiol Valerate,Estradiol Valerate
Estradiol*,Estradiol
Estradiol-Norethindrone Acetat,Estradiol/Norethindrone Acet
Estring,Estradiol
Estrogel,Estradiol
Eszopiclone,Eszopiclone
Ethacrynate Sodium,Ethacrynate Sodium
Ethacrynic Acid,Ethacrynic Acid
Ethambutol HCl,Ethambutol HCl
Ethosuximide,Ethosuximide
Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol
Etodolac,Etodolac
Etodolac ER,Etodolac
Etonogestrel-Ethinyl Estradiol,Etonogestrel/Ethinyl Estradiol
Etoposide*,Etoposide
Etravirine,Etravirine
Eucrisa,Crisaborole
Eulexin,Flutamide
Euthyrox,Levothyroxine Sodium
Evamist,Estradiol
Evekeo,Amphetamine Sulfate
Evekeo ODT,Amphetamine Sulfate
Evenity,Romosozumab-Aqqg
Evenity (2 Syringes),Romosozumab-Aqqg
Everolimus,Everolimus
Evista,Raloxifene HCl
Evkeeza,Evinacumab-Dgnb
Evotaz,Atazanavir Sulfate/Cobicistat
Evoxac,Cevimeline HCl
Evrysdi,Risdiplam
Excilon,Non-Adherent Bandage
Exel Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml"
Exelderm,Sulconazole Nitrate
Exelon,Rivastigmine
Exemestane,Exemestane
Exforge,Amlodipine Besylate/Valsartan
Exforge HCT,Amlodipine/Valsartan/HCThiazid
Exjade,Deferasirox
Exkivity,Mobocertinib Succinate
Exondys-51,Eteplirsen
Exservan,Riluzole
Extavia,Interferon Beta-1b
Eylea,Aflibercept
Eysuvis,Loteprednol Etabonate
Ezallor Sprinkle,Rosuvastatin Calcium
Ezetimibe,Ezetimibe
Ezetimibe-Simvastatin,Ezetimibe/Simvastatin
Fabior,Tazarotene
Fabrazyme,Agalsidase Beta
Falmina,Levonorgestrel/Ethin.Estradiol
Famciclovir,Famciclovir
Famotidine,"Famotidine In NaCl,Iso-Osm/PF"
Famotidine*,Famotidine
Fanapt,Iloperidone
Fareston,Toremifene Citrate
Farxiga,Dapagliflozin Propanediol
Farydak,Panobinostat Lactate
Fasenra,Benralizumab
Fasenra Pen,Benralizumab
Faslodex,Fulvestrant
Febuxostat,Febuxostat
Felbamate,Felbamate
Felbatol,Felbamate
Feldene,Piroxicam
Felodipine ER,Felodipine
Femara,Letrozole
Femhrt,Norethindrone Ac-Eth Estradiol
Femring,Estradiol Acetate
Femynor,Norgestimate-Ethinyl Estradiol
Fenofibrate,Fenofibrate
Fenofibric Acid,Fenofibric Acid (Choline)
Fenoglide,Fenofibrate
Fenoprofen Calcium,Fenoprofen Calcium
Fentanyl,Fentanyl
Fentanyl Citrate,Fentanyl Citrate
Fentanyl Citrate*,Fentanyl Citrate/PF
Fentora,Fentanyl Citrate
Ferriprox,Deferiprone
Ferriprox (2 Times A Day),Deferiprone
Ferriprox (3 Times A Day),Deferiprone
Fesoterodine Fumarate ER,Fesoterodine Fumarate
Fetroja,Cefiderocol Sulfate Tosylate
Fetzima,Levomilnacipran HCl
Fiasp,Insulin Aspart (Niacinamide)
Fiasp Flextouch,Insulin Aspart (Niacinamide)
Fiasp Penfill,Insulin Aspart (Niacinamide)
Finacea,Azelaic Acid
Finasteride,Finasteride
Fingolimod,Fingolimod HCl
Fintepla,Fenfluramine HCl
Finzala,Norethindrone-E.Estradiol-Iron
Fioricet,Butalb/Acetaminophen/Caffeine
Fioricet With Codeine,Butalbit/Acetamin/Caff/Codeine
Firazyr,Icatibant Acetate
Firdapse,Amifampridine Phosphate
Firmagon,Degarelix Acetate
Firvanq,Vancomycin HCl
Flac Otic Oil,Fluocinolone Acetonide Oil
Flarex,Fluorometholone Acetate
Flavoxate HCl,Flavoxate HCl
Flebogamma Dif,Imm Glob G (IgG)/Sorb/IgA 0-50
Flecainide Acetate,Flecainide Acetate
Flector,Diclofenac Epolamine
Fleqsuvy,Baclofen
Flexbumin,Albumin Human
Flolan,Epoprostenol Sodium (Glycine)
Flolipid,Simvastatin
Flomax,Tamsulosin HCl
Flovent Diskus,Fluticasone Propionate
Flovent HFA,Fluticasone Propionate
Fluconazole,Fluconazole
Fluconazole-NaCl,"Fluconazole In NaCl,Iso-Osm"
Flucytosine,Flucytosine
Fludrocortisone Acetate,Fludrocortisone Acetate
Flumazenil,Flumazenil
Flunisolide,Flunisolide
Fluocinolone Acetonide,Fluocinolone Acetonide
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil
Fluocinonide,Fluocinonide
Fluocinonide-E,Fluocinonide/Emollient Base
Fluoride,Fluoride (Sodium)
Fluoridex,Fluoride (Sodium)
Fluorometholone,Fluorometholone
Fluorouracil*,Fluorouracil
Fluoxetine Dr,Fluoxetine HCl
Fluoxetine HCl,Fluoxetine HCl
Fluphenazine Decanoate,Fluphenazine Decanoate
Fluphenazine HCl*,Fluphenazine HCl
Flurandrenolide,Flurandrenolide
Flurazepam HCl,Flurazepam HCl
Flurbiprofen,Flurbiprofen
Flurbiprofen Sodium,Flurbiprofen Sodium
Flutamide,Flutamide
Fluticasone Propionate HFA,Fluticasone Propionate
Fluticasone Propionate*,Fluticasone Propionate
Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol
Fluticasone-Vilanterol,Fluticasone/Vilanterol
Fluvastatin ER,Fluvastatin Sodium
Fluvastatin Sodium,Fluvastatin Sodium
Fluvoxamine Maleate,Fluvoxamine Maleate
Fluvoxamine Maleate ER,Fluvoxamine Maleate
Fml,Fluorometholone
Fml Forte,Fluorometholone
Fml S.O.P.,Fluorometholone
Focalin,Dexmethylphenidate HCl
Focalin XR,Dexmethylphenidate HCl
Folic Acid*,Folic Acid
Folivane-Ob,Mvn-Min 74/Iron Fum/Iron/FA
Folotyn,Pralatrexate
Fondaparinux Sodium,Fondaparinux Sodium
Forfivo XL,Bupropion HCl
Formoterol Fumarate,Formoterol Fumarate
Forteo,Teriparatide
Fortesta,Testosterone
Fosamax,Alendronate Sodium
Fosamax Plus D,Alendronate Sodium/Vitamin D3
Fosamprenavir Calcium,Fosamprenavir Calcium
Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine
Foscarnet Sodium,Foscarnet Sodium
Fosfomycin Tromethamine,Fosfomycin Tromethamine
Fosinopril Sodium,Fosinopril Sodium
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide
Fosphenytoin Sodium,Fosphenytoin Sodium
Fosrenol,Lanthanum Carbonate
Fotivda,Tivozanib HCl
Fragmin,"Dalteparin Sodium,Porcine"
Freestyle Libre 3 Sensor,Blood-Glucose Sensor
Frova,Frovatriptan Succinate
Frovatriptan Succinate,Frovatriptan Succinate
Fulphila,PEGfilgrastim-Jmdb
Fulvestrant,Fulvestrant
Furosemide*,Furosemide
Fusion Plus,"Iron,Fm,Ps/Folic/B,C18/L.Casei"
Fuzeon,Enfuvirtide
Fyavolv,Norethindrone Ac-Eth Estradiol
Fycompa,Perampanel
Gabapentin,Gabapentin
Gabitril,Tiagabine HCl
Gablofen,Baclofen
Galafold,Migalastat HCl
Galantamine ER,Galantamine HBr
Galantamine HBr,Galantamine HBr
Galantamine Hydrobromide,Galantamine HBr
Gamastan,Immune Globul G (IgG)/Glycine
Gammagard Liquid,Immun Glob G(IgG)/Gly/IgA Ov50
Gammagard S-D,Immun Glob G/Gly/Gluc/IgA 0-50
Gammaked,Immune Globul G/Gly/IgA Avg 46
Gammaplex,Immun Glob G(IgG)/Gly/IgA 0-50
Gamunex-C,Immune Globul G/Gly/IgA Avg 46
Ganciclovir Sodium,Ganciclovir Sodium
Gardasil 9,HPv Vaccine 9-Valent/PF
Gastrocrom,Cromolyn Sodium
Gatifloxacin,Gatifloxacin
Gattex,Teduglutide
Gauze Bandage,Gauze Bandage
Gauze Pad,Gauze Bandage
Gauze Pads,Gauze Bandage
Gavilyte-C,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gavilyte-G,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gavilyte-N,Sodium Chloride/NaHCO3/KCl/PEG
Gavreto,Pralsetinib
Gazyva,Obinutuzumab
Gelnique,Oxybutynin Chloride
Gemcitabine HCl,Gemcitabine HCl
Gemfibrozil,Gemfibrozil
Gemmily,Norethindrone-E.Estradiol-Iron
Gemtesa,Vibegron
Generess Fe,Noreth-Ethinyl Estradiol/Iron
Generlac,Lactulose
Gengraf,"Cyclosporine, Modified"
Genotropin,Somatropin
Gentak,Gentamicin Sulfate
Gentamicin Sulfate In Ns,"Gentamicin In NaCl, Iso-Osm"
Gentamicin Sulfate*,Gentamicin Sulfate
Genvoya,Elviteg/Cob/Emtri/Tenof Alafen
Geodon,Ziprasidone HCl
Gilenya,Fingolimod HCl
Gilotrif,Afatinib Dimaleate
Gimoti,Metoclopramide HCl
Givlaari,Givosiran Sodium
Glassia,Alpha-1-Proteinase Inhibitor
Glatiramer Acetate,Glatiramer Acetate
Glatopa,Glatiramer Acetate
Gleevec,Imatinib Mesylate
Glimepiride,Glimepiride
Glipizide,Glipizide
Glipizide ER,Glipizide
Glipizide XL,Glipizide
Glipizide-Metformin,Glipizide/Metformin HCl
Gloperba,Colchicine
Glucagen,Glucagon
Glucagon Emergency Kit,Glucagon
Glucotrol XL,Glipizide
Glumetza,Metformin HCl
Glyburide,Glyburide
Glyburide Micronized,"Glyburide,Micronized"
Glyburide-Metformin HCl,Glyburide/Metformin HCl
Glycate,Glycopyrrolate
Glycopyrrolate*,Glycopyrrolate
Glydo,Lidocaine HCl
Glynase,"Glyburide,Micronized"
Glyxambi,Empagliflozin/Linagliptin
Gocovri,Amantadine HCl
Golytely,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gralise,Gabapentin
Granisetron HCl,Granisetron HCl/PF
Granisetron HCl*,Granisetron HCl
Granix,Tbo-Filgrastim
Grastek,"Grass Pollen-Timothy, Standard"
Griseofulvin,"Griseofulvin, Microsize"
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize
Guanfacine HCl,Guanfacine HCl
Guanfacine HCl ER,Guanfacine HCl
Gvoke,Glucagon
Gvoke Hypopen 1-Pack,Glucagon
Gvoke Hypopen 2-Pack,Glucagon
Gvoke PFS 1-Pack Syringe,Glucagon
Gvoke PFS 2-Pack Syringe,Glucagon
Gynazole 1,Butoconazole Nitrate
Haegarda,C1 Esterase Inhibitor
Hailey,Norethindrone Ac-Eth Estradiol
Hailey 24 Fe,Norethindrone-E.Estradiol-Iron
Hailey Fe,Norethindrone-E.Estradiol-Iron
Halaven,Eribulin Mesylate
Halcinonide,Halcinonide
Halcion,Triazolam
Haldol Decanoate 100,Haloperidol Decanoate
Haldol Decanoate 50,Haloperidol Decanoate
Halobetasol Propionate,Halobetasol Propionate
Halog,Halcinonide
Haloperidol,Haloperidol
Haloperidol Decanoate,Haloperidol Decanoate
Haloperidol Decanoate 100,Haloperidol Decanoate
Haloperidol Lactate*,Haloperidol Lactate
Harvoni,Ledipasvir/Sofosbuvir
Havrix,Hepatitis A Virus Vaccine/PF
Healthwise Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Healthwise Pen Needle,"Pen Needle, Diabetic"
Healthy Accents Unifine Pentip,"Pen Needle, Diabetic"
Heather,Norethindrone
Hemady,Dexamethasone
Hemocyte Plus,"Iron Fum/Folic Acid/Mv,Min 15"
Heparin Sodium,"Heparin Sodium,Porcine"
Heparin Sodium In 0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl"
Heparin Sodium*,"Heparin Sodium,Porcine/PF"
Hepsera,Adefovir Dipivoxil
Herceptin,Trastuzumab
Herceptin Hylecta,Trastuzumab-Hyaluronidase-Oysk
Herzuma,Trastuzumab-Pkrb
Hetlioz,Tasimelteon
Hetlioz Lq,Tasimelteon
Hiberix,Haemoph B Poly Conj-Tet Tox/PF
Hizentra,Immun Glob G(IgG)/Pro/IgA 0-50
Horizant,Gabapentin Enacarbil
Humalog,Insulin Lispro
Humalog Junior Kwikpen,Insulin Lispro
Humalog Kwikpen U-100,Insulin Lispro
Humalog Kwikpen U-200,Insulin Lispro
