Brnd_Name,Mftr_Name,Tot_Mftr
Daptomycin,Accord Healthca,1
Daptomycin,Apotex Corp,1
Daptomycin,Auromedics-Eugi,1
Daptomycin,Be Pharmaceutic,1
Daptomycin,Bluepoint Labor,1
Daptomycin,Camber Pharmace,1
Daptomycin,"Cipla USA, Inc.",1
Daptomycin,"Civica, Inc.",1
Daptomycin,Dr.Reddy'S Lab,1
Daptomycin,Fresenius Kabi,1
Daptomycin,Fresenius/Novap,1
Daptomycin,Hospira/Pfizer,1
Daptomycin,Meitheal Pharma,1
Daptomycin,Meitheal-Novapl,1
Daptomycin,Mylan Instituti,1
Daptomycin,Northstar Rx Ll,1
Daptomycin,Sagent Pharmace,1
Daptomycin,Sagent/Novaplus,1
Daptomycin,Teva Parenteral,1
Daptomycin,West-Ward/Hikma,1
Daptomycin,Xellia Pharmace,1
Daptomycin,Xellia-Premierp,1
Daraprim,Vyera Pharmaceu,1
Darifenacin ER,Aurobindo Pharm,1
Darifenacin ER,"Cipla USA, Inc.",1
Darifenacin ER,Macleods Pharma,1
Darifenacin ER,Rising Pharm,1
Darifenacin ER,Torrent Pharmac,1
Darifenacin ER,"Xiromed, LLC",1
Dartisla,Edenbridge Phar,1
Darzalex,Janssen Biotech,1
Darzalex Faspro,Janssen Biotech,1
Dasetta,Northstar Rx Ll,1
Daurismo,Pfizer US Pharm,1
Daypro,Pharmaci/Pfizer,1
Daysee,Lupin Pharmaceu,1
Daytrana,Noven Therapeut,1
Dayvigo,Eisai Inc.,1
Ddavp*,Ferring Ph Inc*,1
Deblitane,Northstar Rx Ll,1
Decitabine,Accord Healthca,1
Decitabine,Amneal Bioscien,1
Decitabine,Bluepoint Labor,1
Decitabine,Dr.Reddy'S Lab,1
Decitabine,Northstar Rx Ll,1
Decitabine,Novadoz Pharmac,1
Deferasirox,Actavis/Teva,1
Deferasirox,Alembic Pharmac,1
Deferasirox,Amneal Pharmace,1
Deferasirox,Ascend Laborato,1
Deferasirox,Bionpharma Inc.,1
Deferasirox,Camber Pharmace,1
Deferasirox,"Cipla USA, Inc.",1
Deferasirox,Dr.Reddy'S Lab,1
Deferasirox,Glenmark Pharma,1
Deferasirox,Northstar Rx Ll,1
Deferasirox,Novadoz Pharmac,1
Deferasirox,"Oakrum Pharma,",1
Deferasirox,Sun Pharmaceuti,1
Deferasirox,"Xiromed, LLC",1
Deferasirox,Zydus Pharmaceu,1
Deferiprone,Taro Pharm USA,1
Deferiprone,West-Ward/Hikma,1
Deferiprone (3 Times A Day),West-Ward/Hikma,1
Deferoxamine Mesylate,Apotex Corp,1
Deferoxamine Mesylate,App/Fresenius K,1
Deferoxamine Mesylate,Hospira/Pfizer,1
Delestrogen,Par Pharmaceuti,1
Delstrigo,Merck Sharp & D,1
Delzicol,Allergan Inc.,1
Demeclocycline HCl,AHP,1
Demeclocycline HCl,Amneal Pharmace,1
Demeclocycline HCl,Epic Pharma LLC,1
Demeclocycline HCl,Marlex Pharm.,1
Demerol,Hospira/Pfizer,1
Demser,Bausch Health U,1
Denavir,Mylan,1
Denta 5000 Plus,Rising Pharm,1
Dentagel,Rising Pharm,1
Depakote,Abbvie US LLC,1
Depakote ER,Abbvie US LLC,1
Depakote Sprinkle,Abbvie US LLC,1
Depen,Meda/Mylan Spec,1
Depo-Estradiol,Pharmaci/Pfizer,1
Depo-Medrol,Pfizer/Novaplus,1
Depo-Medrol,Pharmaci/Pfizer,1
Depo-Provera,Pfizer US Pharm,1
Depo-Subq Provera 104,Pfizer US Pharm,1
Depo-Testosterone,Pfizer/Novaplus,1
Depo-Testosterone,Pharmaci/Pfizer,1
Derma-Smoothe-FS,Royal Pharmaceu,2
Dermacea,Covidien/Kendal,1
Dermacinrx Prenatryl,Puretek Corpora,1
Dermotic,Royal Pharmaceu,1
Descovy,Gilead Sciences,1
Desferal Mesylate,Novartis,1
Desipramine HCl,Actavis/Teva,1
Desipramine HCl,Alembic Pharmac,1
Desipramine HCl,Amneal Pharmace,1
Desipramine HCl,Avet Pharmaceut,1
Desipramine HCl,Ingenus Pharmac,1
Desipramine HCl,Sandoz,1
Desloratadine,Belcher Pharmac,1
Desloratadine,Dr.Reddy'S Lab,1
Desloratadine,Lupin Pharmaceu,1
Desloratadine,Sun Pharmaceuti,1
Desloratadine,Virtus Pharmace,1
Desmopressin Acetate,Amring Pharmace,1
Desmopressin Acetate,Apotex Corp,1
Desmopressin Acetate,Sun Pharma Glob,1
Desmopressin Acetate,Zydus Pharmaceu,1
Desmopressin Acetate*,Actavis/Teva,1
Desmopressin Acetate*,Amring Pharmace*,1
Desmopressin Acetate*,Apotex Corp,1
Desmopressin Acetate*,Athenex Pharmac,1
Desmopressin Acetate*,Avet Pharmaceut,1
Desmopressin Acetate*,Bausch & Lomb I,1
Desmopressin Acetate*,Bluepoint Labor,1
Desmopressin Acetate*,Dr.Reddy'S Lab,1
Desmopressin Acetate*,Glenmark Pharma,1
Desmopressin Acetate*,"KVK-Tech, Inc.",1
Desmopressin Acetate*,Northstar Rx Ll*,1
Desmopressin Acetate*,Sagent Pharmace,1
Desmopressin Acetate*,Sun Pharmaceuti*,1
Desogestr-Eth Estrad Eth Estra,Mylan,1
Desogestrel-Ethinyl Estradiol,Mayne Pharma In,1
Desonide,Actavis/Teva,1
Desonide,Akorn Inc.,1
Desonide,Alembic Pharmac,1
Desonide,Cintex Services,1
Desonide,Cosette Pharmac,1
Desonide,Encube Ethicals,1
Desonide,Fougera/Sandoz,1
Desonide,Glenmark Pharma,1
Desonide,Kmm Pharmaceuti,1
Desonide,Northstar Rx Ll,1
Desonide,Perrigo/Padagis,1
Desonide,Sandoz,1
Desonide,Taro Pharm USA,1
Desonide,Teligent Pharma,1
Desonide,Viona Pharmaceu,1
Desoximetasone,Actavis/Teva,1
Desoximetasone,Fougera/Sandoz,1
Desoximetasone,Glenmark Pharma,1
Desoximetasone,"IGI Labs, Inc./",1
Desoximetasone,Lupin Pharmaceu,1
Desoximetasone,Perrigo/Padagis,1
Desoximetasone,Sola Pharmaceut,1
Desoximetasone,Taro Pharm USA,1
Desoximetasone,Teligent Pharma,1
Desoximetasone,Viona Pharmaceu,1
Desoxyn,Recordati Rare,1
Desvenlafaxine ER,Ranbaxy Pharmac,1
Desvenlafaxine ER,Ranbaxy/Sun Pha,1
Desvenlafaxine Succinate ER,Actavis/Teva,1
Desvenlafaxine Succinate ER,Breckenridge,1
Desvenlafaxine Succinate ER,Greenstone LLC.,1
Desvenlafaxine Succinate ER,Lupin Pharmaceu,1
Desvenlafaxine Succinate ER,Slate Run Pharm,1
Desvenlafaxine Succinate ER,West-Ward/Hikma,1
Detrol,Pfizer/Viatris,1
Detrol La,Pfizer/Viatris,1
Dexamethasone,Alvogen Inc,1
Dexamethasone,Amneal Pharmace,1
Dexamethasone,Fera Pharmaceut,1
Dexamethasone,Larken Labs,1
Dexamethasone,Morton Grove Ph,1
Dexamethasone,Novitium/Ani Ph,1
Dexamethasone,Prasco Labs,1
Dexamethasone,Rising Pharm,1
Dexamethasone,Roxane/West-War,1
Dexamethasone,"STI Pharma, LLC",1
Dexamethasone,West-Ward/Hikma,1
Dexamethasone Intensol,Roxane/West-War,1
Dexamethasone Sodium Phosphate,Amneal Bioscien,1
Dexamethasone Sodium Phosphate,App/Fresenius K,1
Dexamethasone Sodium Phosphate,Auromedics-Eugi,1
Dexamethasone Sodium Phosphate,Fresenius Kabi,1
Dexamethasone Sodium Phosphate,Somerset Therap,1
Dexamethasone Sodium Phosphate*,App/Fresenius K,1
Dexamethasone Sodium Phosphate*,App/Premierpro,1
Dexamethasone Sodium Phosphate*,Auromedics-Eugi,1
Dexamethasone Sodium Phosphate*,Bausch & Lomb I,1
Dexamethasone Sodium Phosphate*,Fresenius Kabi,1
Dexamethasone Sodium Phosphate*,Mylan Inst-Nova,1
Dexamethasone Sodium Phosphate*,Mylan Instituti,1
Dexamethasone Sodium Phosphate*,Somerset Therap,1
Dexamethasone Sodium Phosphate*,West-Ward/Hikma,1
Dexedrine,Amneal Pharmace,1
Dexilant,Takeda Pharmace,1
Dexlansoprazole Dr,Par Pharm.,1
Dexlansoprazole Dr,TWI Pharmaceuti,1
Dexmethylphenidate HCl,Ascend Laborato,1
Dexmethylphenidate HCl,Gavis/Lupin,1
Dexmethylphenidate HCl,"KVK-Tech, Inc.",1
Dexmethylphenidate HCl,Rhodes Pharmace,1
Dexmethylphenidate HCl,Sun Pharmaceuti,1
Dexmethylphenidate HCl,Tris Pharma Inc,1
Dexmethylphenidate HCl ER,Amneal Pharmace,1
Dexmethylphenidate HCl ER,Camber Pharmace,1
Dexmethylphenidate HCl ER,Granules Pharma,1
Dexmethylphenidate HCl ER,Lannett Co. Inc,1
Dexmethylphenidate HCl ER,Par Pharm.,1
Dexmethylphenidate HCl ER,Par Pharmaceuti,1
Dexmethylphenidate HCl ER,Sandoz,1
Dexmethylphenidate HCl ER,Sun Pharmaceuti,1
Dexmethylphenidate HCl ER,Teva USA,1
Dextroamphetamine Sulfate,Aurobindo Pharm,1
Dextroamphetamine Sulfate,"KVK-Tech, Inc.",1
Dextroamphetamine Sulfate,Mallinckrodt Ph,1
Dextroamphetamine Sulfate,Prasco Labs,1
Dextroamphetamine Sulfate,Sunrise Pharmac,1
Dextroamphetamine Sulfate,Teva USA,1
Dextroamphetamine Sulfate,Tris Pharma Inc,1
Dextroamphetamine Sulfate,Wilshire Pharma,1
Dextroamphetamine Sulfate ER,Actavis/Teva,1
Dextroamphetamine Sulfate ER,Amneal Pharmace,1
Dextroamphetamine Sulfate ER,Mallinckrodt Ph,1
Dextroamphetamine Sulfate ER,Mayne Pharma In,1
Dextroamphetamine-Amphet ER,Actavis/Teva,1
Dextroamphetamine-Amphet ER,Amerigen Pharma,1
Dextroamphetamine-Amphet ER,Amerigen/Ani Ph,1
Dextroamphetamine-Amphet ER,Amneal Pharmace,1
Dextroamphetamine-Amphet ER,Camber Pharmace,1
Dextroamphetamine-Amphet ER,Global Pharm,1
Dextroamphetamine-Amphet ER,Lannett Co. Inc,1
Dextroamphetamine-Amphet ER,Mallinckrodt Ph,1
Dextroamphetamine-Amphet ER,Par Pharm.,1
Dextroamphetamine-Amphet ER,Prasco Labs,1
Dextroamphetamine-Amphet ER,Rhodes Pharmace,1
Dextroamphetamine-Amphet ER,Sandoz,1
Dextroamphetamine-Amphet ER,Sun Pharmaceuti,1
Dextroamphetamine-Amphetamine,Acetris Health,1
Dextroamphetamine-Amphetamine,Alvogen Inc,1
Dextroamphetamine-Amphetamine,Aurobindo Pharm,1
Dextroamphetamine-Amphetamine,Camber Pharmace,1
Dextroamphetamine-Amphetamine,Epic Pharma LLC,1
Dextroamphetamine-Amphetamine,Lannett Co. Inc,1
Dextroamphetamine-Amphetamine,Mallinckrodt Ph,1
Dextroamphetamine-Amphetamine,Northstar Rx Ll,1
Dextroamphetamine-Amphetamine,Oryza Pharmaceu,1
Dextroamphetamine-Amphetamine,Rhodes Pharmace,1
Dextroamphetamine-Amphetamine,Sandoz,1
Dextroamphetamine-Amphetamine,Sun Pharmaceuti,1
Dextroamphetamine-Amphetamine,Sunrise Pharmac,1
Dextroamphetamine-Amphetamine,Teva USA,1
Dextroamphetamine-Amphetamine,Zydus Pharmaceu,1
Dextrose 10%-0.45% NaCl,B.Braun,1
Dextrose 5%-0.2% NaCl,B.Braun,1
Dextrose 5%-0.2% NaCl,Baxter Healthca,1
Dextrose 5%-0.45% NaCl,B.Braun,1
Dextrose 5%-0.45% NaCl,Baxter Healthca,1
Dextrose 5%-0.45% NaCl,Fresenius Kabi,1
Dextrose 5%-0.45% NaCl-KCl,B.Braun,1
Dextrose 5%-0.45% NaCl-KCl,Baxter Healthca,1
Dextrose 5%-0.9% NaCl,B.Braun,1
Dextrose 5%-0.9% NaCl,Baxter Healthca,1
Dextrose 5%-0.9% NaCl,Fresenius Kabi,1
Dextrose 5%-1/2ns-KCl,Baxter Healthca,1
Dextrose 5%-Ns-KCl,B.Braun,1
Dextrose 5%-Ns-KCl,Baxter Healthca,1
Dextrose In Lactated Ringers,B.Braun,1
Dextrose In Lactated Ringers,Baxter Healthca,1
Dextrose In Water,B.Braun,3
Dextrose In Water,Baxter Healthca,3
Dextrose In Water,Fresenius Kabi,1
Dextrose In Water,Hospira/Pfizer,2
Dextrose In Water,International M,1
Dhivy,Avion Pharmaceu,1
Diacomit,"Biocodex, Inc",1
Dialyvite,Hillestad Pharm,1
Dialyvite 3000,Hillestad Pharm,1
Dialyvite Supreme D,Hillestad Pharm,1
Diastat,Bausch Health U,1
Diastat Acudial,Bausch Health U,1
Diazepam*,Chartwell Rx Ll,1
Diazepam*,Dash Pharmaceut,1
Diazepam*,Hospira/Pfizer,1
Diazepam*,Lannett Co. Inc,1
Diazepam*,Major Pharmaceu,1
Diazepam*,Mayne Pharma In,1
Diazepam*,Mylan,1
Diazepam*,Mylan Instituti,1
Diazepam*,Oceanside Pharm,1
Diazepam*,Pharm Assoc Inc,1
Diazepam*,Roxane/West-War,1
Diazepam*,Teva USA*,1
Diazepam*,West-Ward/Hikma,1
Diazoxide,E5 Pharma,1
Diazoxide,Par Pharm.,1
Diclegis,"Duchesnay USA,",1
Diclofenac Epolamine,Greenstone LLC.,1
Diclofenac Epolamine,Teva USA,1
Diclofenac Potassium,Advagen Pharma,1
Diclofenac Potassium,Amici Pharmaceu,1
Diclofenac Potassium,Archis Pharma L,1
Diclofenac Potassium,Aurobindo Pharm,1
Diclofenac Potassium,Ina Pharmaceuti,1
Diclofenac Potassium,Ingenus Pharmac,1
Diclofenac Potassium,Leading Pharma,1
Diclofenac Potassium,Mylan/Archis Ph,1
Diclofenac Potassium,Teva USA,1
Diclofenac Potassium,Zydus Pharmaceu,1
Diclofenac Sodium ER,Ingenus Pharmac,1
Diclofenac Sodium ER,Lannett Co. Inc,1
Diclofenac Sodium ER,Oceanside Pharm,1
Diclofenac Sodium*,Actavis/Teva*,1
Diclofenac Sodium*,Akorn Inc.,1
Diclofenac Sodium*,Alembic Pharmac,1
Diclofenac Sodium*,Amneal Pharmace,1
Diclofenac Sodium*,Apotex Corp,1
Diclofenac Sodium*,Avkare*,1
Diclofenac Sodium*,Bausch & Lomb I,1
Diclofenac Sodium*,Bluepoint Labor,1
Diclofenac Sodium*,Cambridge Thera,1
Diclofenac Sodium*,Carlsbad Tech,1
Diclofenac Sodium*,"Cipla USA, Inc.",1
Diclofenac Sodium*,Encube Ethicals,1
Diclofenac Sodium*,Exelan Pharmace,1
Diclofenac Sodium*,Fougera/Sandoz,1
Diclofenac Sodium*,Glenmark Pharma,1
Diclofenac Sodium*,Hi-Tech/Akorn C,1
Diclofenac Sodium*,"IGI Labs, Inc./",1
Diclofenac Sodium*,Ipg Pharmaceuti,1
Diclofenac Sodium*,Lupin Pharmaceu,1
Diclofenac Sodium*,Mylan*,1
Diclofenac Sodium*,Northstar Rx Ll,1
Diclofenac Sodium*,Padagis,1
Diclofenac Sodium*,Par Pharm.,1
Diclofenac Sodium*,Perrigo/Padagis,1
Diclofenac Sodium*,Pharmaceutica N,1
Diclofenac Sodium*,Puretek Corpora,1
Diclofenac Sodium*,Repharm LLC,1
Diclofenac Sodium*,Rising Pharm*,1
Diclofenac Sodium*,Sandoz*,1
Diclofenac Sodium*,Sola Pharmaceut,1
Diclofenac Sodium*,Taro Pharm USA,1
Diclofenac Sodium-Misoprostol,Actavis/Teva,1
Diclofenac Sodium-Misoprostol,Amneal Pharmace,1
Diclofenac Sodium-Misoprostol,Bluepoint Labor,1
Diclofenac Sodium-Misoprostol,Eagle Pharmaceu,1
Diclofenac Sodium-Misoprostol,Greenstone LLC.,1
Diclofenac Sodium-Misoprostol,"Micro Labs USA,",1
Diclofenac Sodium-Misoprostol,Nivagen Pharmac,1
Dicloxacillin Sodium,Aurobindo Pharm,1
Dicloxacillin Sodium,Sandoz,1
Dicloxacillin Sodium,Teva USA,1
Dicyclomine HCl*,AHP,1
Dicyclomine HCl*,Actavis/Teva,1
Dicyclomine HCl*,Fosun Pharma Us,1
Dicyclomine HCl*,Lannett Co. Inc,1
Dicyclomine HCl*,Major Pharmaceu,1
Dicyclomine HCl*,Marlex Pharm.,1
Dicyclomine HCl*,Mylan,1
Dicyclomine HCl*,Novitium/Ani Ph,1
Dicyclomine HCl*,Qualitest/Par P,1
Dicyclomine HCl*,West-Ward/Hikma*,1
Differin,Galderma Labora,1
Dificid,Merck Sharp & D,1
Diflorasone Diacetate,Emerald Therape,1
Diflorasone Diacetate,Innovida Pharma,1
Diflorasone Diacetate,Rising Pharm,1
Diflorasone Diacetate,Sola Pharmaceut,1
Diflorasone Diacetate,Taro Pharm USA,1
Diflorasone Diacetate,Teligent Pharma,1
Diflucan,Pfizer US Pharm,1
Diflunisal,Heritage Pharma,1
Diflunisal,Rising Pharm,1
Diflunisal,Teva USA,1
Difluprednate,Amneal Pharmace,1
Difluprednate,"Cipla USA, Inc.",1
Difluprednate,Exelan Pharmace,1
Difluprednate,Sandoz,1
Digitek,Mylan,1
Digitek,Mylan Instituti,1
Digox,Lannett Co. Inc,1
Digoxin*,Amneal Pharmace,1
Digoxin*,Aurobindo Pharm,1
Digoxin*,"Gsms, Inc.",1
Digoxin*,Impax/Amneal,1
Digoxin*,Major Pharmaceu,1
Digoxin*,Marlex Pharm.,1
Digoxin*,Northstar Rx Ll,1
Digoxin*,Novitium/Ani Ph,1
Digoxin*,Sun Pharmaceuti,1
Digoxin*,Vistapharm/Pai,1
Digoxin*,West-Ward/Hikma*,1
Dihydroergotamine Mesylate*,Apollo/Provepha,1
Dihydroergotamine Mesylate*,"Cipla USA, Inc.",1
Dihydroergotamine Mesylate*,Exelan Pharmace,1
Dihydroergotamine Mesylate*,Leucadia/Hikma,1
Dihydroergotamine Mesylate*,Oceanside Pharm,1
Dihydroergotamine Mesylate*,Perrigo/Padagis,1
Dihydroergotamine Mesylate*,Provepharm Inc.,1
Dihydroergotamine Mesylate*,West-Ward/Hikma,1
Dilantin,Pfizer/Viatris,2
Dilantin-125,Pfizer/Viatris,1
Dilaudid,Rhodes Pharmace,1
Dilt-XR,Apotex Corp,1
Diltiazem 12hr ER,Glenmark Pharma,1
Diltiazem 12hr ER,Mylan,1
Diltiazem 12hr ER,Mylan Instituti,1
Diltiazem 12hr ER,Northstar Rx Ll,1
Diltiazem 24hr ER,Oceanside Pharm,1
Diltiazem 24hr ER,Puracap Laborat,1
Diltiazem 24hr ER,Sun Pharma Glob,1
Diltiazem 24hr ER (Cd),AHP,1
Diltiazem 24hr ER (Cd),Actavis/Teva,1
Diltiazem 24hr ER (Cd),Avkare,1
Diltiazem 24hr ER (Cd),"Gsms, Inc.",1
Diltiazem 24hr ER (Cd),Ingenus Pharmac,1
Diltiazem 24hr ER (Cd),Major Pharmaceu,1
Diltiazem 24hr ER (Cd),Mckesson Packag,1
Diltiazem 24hr ER (Cd),Oceanside Pharm,1
Diltiazem 24hr ER (Cd),Par Pharm.,1
Diltiazem 24hr ER (Cd),Sun Pharma Glob,1
Diltiazem 24hr ER (Cd),Sun Pharmaceuti,1
Diltiazem 24hr ER (Cd),TWI Pharmaceuti,1
Diltiazem 24hr ER (Cd),Zydus Pharmaceu,1
Diltiazem 24hr ER (La),Oceanside Pharm,1
Diltiazem 24hr ER (XR),Accord Healthca,1
Diltiazem 24hr ER (XR),Northstar Rx Ll,1
Diltiazem 24hr ER (XR),Slate Run Pharm,1
Diltiazem HCl*,Edenbridge Phar,1
Diltiazem HCl*,Oceanside Pharm,1
Diltiazem HCl*,Teva USA,1
Dimethyl Fumarate,Accord Healthca,1
Dimethyl Fumarate,Amneal Pharmace,1
Dimethyl Fumarate,Camber Pharmace,1
Dimethyl Fumarate,"Cipla USA, Inc.",1
Dimethyl Fumarate,Dr.Reddy'S Lab,1
Dimethyl Fumarate,Mylan,1
Dimethyl Fumarate,TWI Pharmaceuti,1
Dimethyl Fumarate,Teva USA,1
Diovan,Novartis,1
Diovan HCT,Novartis,1
Dipentum,Meda/Mylan Spec,1
Diphenhydramine HCl*,Armas Pharmaceu,1
Diphenhydramine HCl*,Fresenius Kabi,1
Diphenhydramine HCl*,Mylan Instituti,1
Diphenhydramine HCl*,Pharm Assoc Inc,1
Diphenhydramine HCl*,West-Ward/Hikma,1
Diphenoxylate-Atropine,Ani Pharmaceuti,1
Diphenoxylate-Atropine,Bayshore Pharma,1
Diphenoxylate-Atropine,Eci Pharmaceuti,1
Diphenoxylate-Atropine,Greenstone LLC.,1
Diphenoxylate-Atropine,Lannett Co. Inc,1
Diphenoxylate-Atropine,Leading Pharma,1
Diphenoxylate-Atropine,Mallinckrodt Ph,1
Diphenoxylate-Atropine,Mylan,1
Diphenoxylate-Atropine,Proficient Rx L,1
Diphenoxylate-Atropine,Roxane/West-War,1
Diphenoxylate-Atropine,Upsher-Smith La,1
Diphenoxylate-Atropine,Winder Laborato,1
Diphtheria-Tetanus Toxoids-Ped,Sanofi-Pasteur,1
Diprolene,Organon LLC,1
Dipyridamole,Amneal Pharmace,1
Dipyridamole,Ani Pharmaceuti,1
Dipyridamole,Oxford Pharmace,1
Dipyridamole,Rising Pharm,1
Dipyridamole,Zydus Pharmaceu,1
Disopyramide Phosphate,Greenstone LLC.,1
Disopyramide Phosphate,Mayne Pharma In,1
Disopyramide Phosphate,Teva USA,1
Disulfiram,Alvogen Inc,1
Disulfiram,Chartwell Rx Ll,1
Disulfiram,Sigmapharm Labo,1
Disulfiram,West-Ward/Hikma,1
Ditropan XL,Janssen Pharm.,1
Diuril,Salix Pharmaceu,1
Divalproex Sodium,AHP,1
Divalproex Sodium,Ajanta Pharma L,1
Divalproex Sodium,Aurobindo Pharm,1
Divalproex Sodium,Bluepoint Labor,1
Divalproex Sodium,Dr.Reddy'S Lab,1
Divalproex Sodium,Major Pharmaceu,1
Divalproex Sodium,Rising Pharm,1
Divalproex Sodium,Sun Pharmaceuti,1
Divalproex Sodium,Unichem Pharmac,1
Divalproex Sodium,Upsher Smith La,1
Divalproex Sodium,Zydus Pharmaceu,1
Divalproex Sodium ER,AHP,1
Divalproex Sodium ER,Amneal Pharmace,1
Divalproex Sodium ER,Aurobindo Pharm,1
Divalproex Sodium ER,Bluepoint Labor,1
Divalproex Sodium ER,Dr.Reddy'S Lab,1
Divalproex Sodium ER,Lupin Pharmaceu,1
Divalproex Sodium ER,Major Pharmaceu,1
Divalproex Sodium ER,Mylan,1
Divalproex Sodium ER,Mylan Instituti,1
Divalproex Sodium ER,Northstar Rx Ll,1
Divalproex Sodium ER,Unichem Pharmac,1
Divalproex Sodium ER,Wockhardt USA L,1
Divigel,Vertical/Avion,1
Dobutamine HCl,Hospira/Pfizer,1
Dobutamine HCl-D5W,Baxter Healthca,1
Docetaxel,Actavis/Teva,1
Docetaxel,Armas Pharmaceu,1
Docetaxel,Auromedics-Eugi,1
Docetaxel,Baxter Healthca,1
Docetaxel,Hospira/Pfizer,1
Docetaxel,Ingenus Pharmac,1
Docetaxel,Mylan Instituti,1
Docetaxel,Sagent Pharmace,1
Docetaxel,Sandoz,1
Docetaxel,Sun Pharma Glob,1
Docetaxel,West-Ward/Hikma,1
Docetaxel,Winthrop US,1
Docetaxel,"Xiromed, LLC",1
Dodex,Accord Healthca,1
Dofetilide,Accord Healthca,1
Dofetilide,Aurobindo Pharm,1
Dofetilide,Avkare,1
Dofetilide,Bionpharma Inc.,1
Dofetilide,Major Pharmaceu,1
Dofetilide,Mayne Pharma In,1
Dofetilide,Northstar Rx Ll,1
Dofetilide,Novadoz Pharmac,1
Dofetilide,Sigmapharm Labo,1
Dofetilide,Sun Pharma Glob,1
Dojolvi,Ultragenyx Phar,1
Dolishale,Ingenus Pharmac,1
Donepezil HCl,AHP,1
Donepezil HCl,Aci Healthcare,1
Donepezil HCl,Alembic Pharmac,1
Donepezil HCl,Aurobindo Pharm,1
Donepezil HCl,Bi-Coastal Phar,1
Donepezil HCl,Camber Pharmace,1
Donepezil HCl,Dr.Reddy'S Lab,1
Donepezil HCl,"Gsms, Inc.",1
Donepezil HCl,Jubilant Cadist,1
Donepezil HCl,Lupin Pharmaceu,1
Donepezil HCl,Macleods Pharma,1
Donepezil HCl,Major Pharmaceu,1
Donepezil HCl,Ranbaxy Pharmac,1
Donepezil HCl,Rising Pharm,1
Donepezil HCl,Solco Healthcar,1
Donepezil HCl,Strides Pharma,1
Donepezil HCl,TWI Pharmaceuti,1
Donepezil HCl,Torrent Pharmac,1
Donepezil HCl,Vensun/Strides,1
Donepezil HCl ODT,Macleods Pharma,1
Donepezil HCl ODT,Sandoz,1
Donepezil HCl ODT,Unichem Pharmac,1
Donepezil HCl ODT,Zydus Pharmaceu,1
Doptelet,"Akarx, Inc.",1
Doryx,Mayne Pharma In,1
Doryx Mpc,Mayne Pharma In,1
Dorzolamide HCl,Bausch & Lomb I,1
Dorzolamide HCl,Biocon Pharma I,1
Dorzolamide HCl,"Gsms, Inc.",1
Dorzolamide HCl,Hi-Tech/Akorn C,1
Dorzolamide HCl,Leading Pharma,1
Dorzolamide HCl,"Micro Labs USA,",1
Dorzolamide HCl,Sandoz,1
Dorzolamide-Timolol,Akorn Inc.,1
Dorzolamide-Timolol,Aurobindo Pharm,2
Dorzolamide-Timolol,Bausch & Lomb I,1
Dorzolamide-Timolol,"Gsms, Inc.",1
Dorzolamide-Timolol,Hi-Tech/Akorn C,1
Dorzolamide-Timolol,Leading Pharma,1
Dorzolamide-Timolol,"Micro Labs USA,",2
Dorzolamide-Timolol,Sandoz,1
Dorzolamide-Timolol,Somerset Therap,1
Dotti,Amneal Pharmace,1
Dovato,Viiv Healthcare,1
Dovonex,Leo Pharma Inc.,1
Doxazosin Mesylate,Accord Healthca,1
Doxazosin Mesylate,Apotex Corp,1
Doxazosin Mesylate,Avet Pharmaceut,1
Doxazosin Mesylate,Greenstone LLC.,1
Doxazosin Mesylate,Major Pharmaceu,1
Doxazosin Mesylate,Teva USA,1
Doxazosin Mesylate,Upsher-Smith La,1
Doxazosin Mesylate,Zydus Pharmaceu,1
Doxepin HCl*,Ajanta Pharma L,1
Doxepin HCl*,Alembic Pharmac,1
Doxepin HCl*,Amneal Pharmace,1
Doxepin HCl*,Archis Pharma L,1
Doxepin HCl*,Aurobindo Pharm,1
Doxepin HCl*,Avet Pharmaceut,1
Doxepin HCl*,Edenbridge Phar,1
Doxepin HCl*,Epic Pharma LLC,1
Doxepin HCl*,Florida Pharmac,1
Doxepin HCl*,Jubilant Cadist,1
Doxepin HCl*,Leading Pharma,1
Doxepin HCl*,Lifestar Pharma,1
Doxepin HCl*,Macoven Pharmac,1
Doxepin HCl*,Major Pharmaceu,1
Doxepin HCl*,Morton Grove Ph,1
Doxepin HCl*,Mylan Instituti,1
Doxepin HCl*,Mylan*,1
Doxepin HCl*,Mylan/Archis Ph,1
Doxepin HCl*,Northstar Rx Ll,1
Doxepin HCl*,Par Pharm.,1
Doxepin HCl*,Silarx/Lannett,1
Doxepin HCl*,Strides Pharma,1
Doxepin HCl*,Taro Pharm USA,1
Doxepin HCl*,Teva USA,1
Doxercalciferol*,Avet Pharmaceut,1
Doxercalciferol*,Winthrop US,1
Doxorubicin HCl,Actavis/Teva,1
Doxorubicin HCl,App/Fresenius K,1
Doxorubicin HCl,Hikma Pharmaceu,1
Doxorubicin HCl,Pfizer US Pharm,1
Doxorubicin HCl,West-Ward/Hikma,1
Doxorubicin HCl Liposome,Bluepoint Labor,1
Doxorubicin HCl Liposome,Bluepoint/Oncop,1
Doxorubicin HCl Liposome,Dr.Reddy'S Lab,1
Doxorubicin HCl Liposome,Northstar Rx Ll,1
Doxorubicin HCl Liposome,Sun Pharma Glob,1
Doxorubicin HCl Liposome,Zydus Pharmaceu,1
Doxy 100,Fresenius Kabi,1
